City,name,address,latitude,longitude,category,closed,avg_rating,num_of_reviews
JACKSONVILLE,Starbucks,"Starbucks, 11222 Beach Blvd, Jacksonville, FL 32246",30.28125,-81.5,Coffee shopBreakfast restaurantCafeCoffee storeEspresso barInternet cafeRestaurant,0,4,8
LAMONT,Fast Track,"Fast Track, 5200 S Jefferson, Lamont, FL 32336",30.46875,-83.875,RestaurantATMAuto repair shopConvenience storeGas stationTruck stop,0,3,13
TAMPA,Pupuseria,"Pupuseria, 7740 Palm River Rd, Tampa, FL 33619",27.9375,-82.375,Restaurant,0,5,8
PORT CHARLOTTE,Subway,"Subway, 829 Tamiami Trail, Port Charlotte, FL 33953",27.015625,-82.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,8
POMPANO BEACH,Flower Market,"Flower Market, 5851 Wiles Rd, Coral Springs, FL 33067",26.28125,-80.1875,FloristFloridian restaurantWedding service,0,3,108
ORLANDO,Villa Italian Kitchen,"Villa Italian Kitchen, 9202 Jeff Fuqua Blvd Suite 1427, Orlando, FL 32827",28.4375,-81.3125,Pizza restaurantCatererItalian restaurantPasta shopRestaurantSalad shop,0,2,68
FORT LAUDERDALE,Hooters,"Hooters, 2282 Weston Rd, Weston, FL 33326",26.09375,-80.375,Restaurant,0,3,47
MIAMI,Amoco,"Amoco, 11001 SW 40th St, Miami, FL 33165",25.734375,-80.375,Gas stationATMCar washConvenience storeRestaurant,0,5,2
FORT LAUDERDALE,Dunkin',"Dunkin', 350 W Sunrise Blvd, Fort Lauderdale, FL 33311",26.140625,-80.125,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,3,148
KEY WEST,China Garden,"China Garden, 3300 N Roosevelt Blvd 5618 296, Key West, FL 33040",24.5625,-81.75,Chinese restaurantFine dining restaurantDelivery RestaurantTakeout Restaurant,0,3,254
MIAMI,Teriyaki Madness,"Teriyaki Madness, 9025 SW 72nd Pl, Miami, FL 33156",25.6875,-80.3125,Asian fusion restaurantAsian restaurantJapanese restaurant,0,4,108
SAINT JOHNS,Sushi King,"Sushi King, 2750 Race Track Rd #106, Fruit Cove, FL 32259",30.109375,-81.5625,Sushi restaurantJapanese restaurant,0,4,187
HIALEAH,Subway,"Subway, 5730 NW 176th St, Hialeah, FL 33015",25.9375,-80.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,227
SAINT JOHNS,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 104 Bartram Oaks Walk Suite 106, Jacksonville, FL 32259",30.125,-81.625,RestaurantJuice shop,0,3,134
MIAMI,Subway,"Subway, 4767 NW 36th St, Miami Springs, FL 33166",25.8125,-80.25,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,27
GAINESVILLE,Fresh Food Company,"Fresh Food Company, 60 Inner Rd, Gainesville, FL 32610",29.640625,-82.3125,Buffet restaurantFood service,0,3,208
SARASOTA,Auntie Anne's,"Auntie Anne's, 140 University Town Center Dr Unit 109, Sarasota, FL 34243",27.390625,-82.4375,Pretzel storeBakeryCafeRestaurant,0,3,14
SPRING HILL,China Town,"China Town, 4245 Mariner Blvd, Spring Hill, FL 34609",28.5,-82.5625,Chinese restaurantDelivery Chinese restaurantTaco restaurant,0,4,78
BOCA RATON,Domino's Pizza,"Domino's Pizza, 10101 Glades Rd, Boca Raton, FL 33498",26.375,-80.1875,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,3,178
PANAMA CITY,Taqueria Sanchez,"Taqueria Sanchez, 750 15th St #2266, Panama City, FL 32401",30.171875,-85.6875,Taco restaurant,0,3,68
MIAMI,sweetgreen,"sweetgreen, 122 Giralda Ave, Miami, FL 33134",25.75,-80.25,Health food restaurantDelivery serviceTakeout RestaurantRestaurantSalad shopVegan restaurantVegetarian restaurant,0,4,48
CRAWFORDVILLE,Papa John's Pizza,"Papa John's Pizza, 10 Preston Cir, Crawfordville, FL 32327",30.203125,-84.375,Pizza restaurant,0,3,68
CRAWFORDVILLE,Popeye's,"Popeye's, 2123 Crawfordville Hwy, Crawfordville, FL 32327",30.21875,-84.375,Restaurant,0,4,78
MIAMI,Quiznos,"Quiznos, 2100 Northwest 42nd Avenue, Miami, FL 33126",25.796875,-80.25,Sandwich shopFast food restaurantTakeout RestaurantRestaurant,0,3,48
PANAMA CITY,Subway,"Subway, 2521 Thomas Dr Unit C, Panama City, FL 32408",30.15625,-85.75,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,118
TAMPA,Awful Waffle,"Awful Waffle, 1500 W Cass St, Tampa, FL 33606",27.953125,-82.5,Restaurant,0,4,108
DESTIN,Horizons,"Horizons, 200 Henderson Resort Way, Destin, FL 32541",30.390625,-86.4375,Seafood restaurant,0,4,28
MONTICELLO,Doc's Diner,"Doc's Diner, 1015 N Jefferson St, Monticello, FL 32344",30.546875,-83.875,Restaurant,0,3,8
KISSIMMEE,River Island Grilling Company,"River Island Grilling Company, Spences Trace Dr, Kissimmee, FL 34747",28.359375,-81.625,Restaurant,0,4,64
FORT MYERS,Domino's Pizza,"Domino's Pizza, 4550 Palm Beach Blvd, Fort Myers, FL 33905",26.671875,-81.8125,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,3,258
CLERMONT,China Taste,"China Taste, 4335 S Hwy 27, Clermont, FL 34711",28.5,-81.6875,Chinese restaurant,0,4,158
CLERMONT,Legends Bar & Grill,"Legends Bar & Grill, 1700 Legendary Blvd, Clermont, FL 34711",28.5,-81.75,RestaurantAmerican restaurantBar,0,4,54
BOYNTON BEACH,Starbucks Coffee,"Starbucks Coffee, 1620 S Federal Hwy A, Boynton Beach, FL 33435",26.515625,-80.0625,Coffee shopBreakfast restaurantCafeCoffee storeEspresso barInternet cafe,0,4,28
PENSACOLA,Yums Chinese Restaurant,"Yums Chinese Restaurant, 1620 Airport Blvd #120, Pensacola, FL 32504",30.484375,-87.1875,Chinese restaurantAsian restaurant,0,3,288
PENSACOLA,Waffle House,"Waffle House, 50 Bauer Rd, Pensacola, FL 32506",30.390625,-87.375,Breakfast restaurantAmerican restaurantDinerFamily restaurantTakeout RestaurantRestaurant,0,3,54
FLEMING ISLAND,Hot Wok,"Hot Wok, 1615 County Rd 220 #155, Fleming Island, FL 32003",30.09375,-81.6875,Chinese restaurantDelivery Restaurant,0,3,78
ORLANDO,Subway,"Subway, 4218 W Plaza Dr, Orlando, FL 32816",28.609375,-81.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,58
VENICE,China 1,"China 1, 1192 Jacaranda Blvd, Venice, FL 34292",27.078125,-82.375,Chinese restaurantAsian fusion restaurantAsian restaurantChinese takeawayDelivery Chinese restaurantMandarin restaurantTakeout RestaurantRestaurant,0,3,88
FORT LAUDERDALE,Wawa,"Wawa, 2500 SW 64th Ave, Davie, FL 33317",26.09375,-80.25,Convenience storeBreakfast restaurantCafeCandy storeCheesesteak restaurantCoffee shopFast food restaurantGas stationHoagie restaurantSandwich shop,0,3,68
WEST PALM BEACH,Subway,"Subway, 5335 N Military Trl Suite 52, West Palm Beach, FL 33407",26.765625,-80.125,Sandwich shopFast food restaurantTakeout RestaurantRestaurant,0,3,39
LAKE CITY,Shell,"Shell, 1166 E Duval St, Lake City, FL 32055",30.1875,-82.625,Gas stationATMConvenience storeRestaurant,0,3,28
SAINT AUGUSTINE,Domino's Pizza,"Domino's Pizza, 185 Murabella Pkwy, St. Augustine, FL 32092",29.953125,-81.5,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,5,2
TALLAHASSEE,New Orleans Seafood,"New Orleans Seafood, 2819 Mahan Dr Ste 120, Tallahassee, FL 32308",30.453125,-84.25,Seafood restaurant,0,4,105
BRANDON,China 1,"China 1, 167 E Bloomingdale Ave, Brandon, FL 33511",27.890625,-82.3125,Restaurant,0,4,27
SARASOTA,Oasis Cafe,"Oasis Cafe, 4246 S Tamiami Trail, Sarasota, FL 34231",27.296875,-82.5,Mediterranean restaurantRestaurant,0,4,123
VALRICO,Cold Stone Creamery,"Cold Stone Creamery, 3426 Lithia Pinecrest Rd, Valrico, FL 33596",27.890625,-82.25,Ice cream shopCake shopDessert restaurantFrozen yogurt shop,0,4,338
PANAMA CITY,Dunkin',"Dunkin', 516 E 23rd St, Panama City, FL 32405",30.1875,-85.625,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,3,172
DAYTONA BEACH,Beto's Tacos,"Beto's Tacos, 521 Ridgewood Ave, Holly Hill, FL 32117",29.234375,-81.0625,Mexican restaurantRestaurant,0,4,98
WEWAHITCHKA,Golden Dragon,"Golden Dragon, 237 FL-71, Wewahitchka, FL 32465",30.109375,-85.1875,Chinese restaurant,0,3,98
LAKE WALES,Los Potosinos,"Los Potosinos, 19001 US-27, Lake Wales, FL 33853",27.890625,-81.625,Mexican restaurant,0,4,96
FORT MYERS,Jimmy John's,"Jimmy John's, 9918 Gulf Coast Main St #130, Fort Myers, FL 33913",26.484375,-81.8125,Sandwich shopCatererFast food restaurantDelivery RestaurantTakeout Restaurant,0,3,78
KISSIMMEE,Little China Restaurant,"Little China Restaurant, 2901 Parkway Blvd, Kissimmee, FL 34747",28.328125,-81.5625,Chinese restaurant,0,3,18
LAKE WORTH,Costco Food Court,"Costco Food Court, 1873 W Lantana Rd, Lantana, FL 33462",26.59375,-80.0625,Food courtTakeout Restaurant,0,4,18
FORT MYERS,Dunkin',"Dunkin', 3301 Colonial Blvd, Fort Myers, FL 33966",26.59375,-81.875,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,4,68
MIAMI BEACH,Krispy Krunchy Chicken,"Krispy Krunchy Chicken, 1359 Washington Ave, Miami Beach, FL 33139",25.78125,-80.125,Convenience storeFast food restaurantFried chicken takeaway,0,4,108
JACKSONVILLE,Wok & Roll,"Wok & Roll, 3033 Monument Rd #8, Jacksonville, FL 32225",30.359375,-81.5,Chinese restaurantAsian restaurantDelivery Restaurant,0,3,126
GAINESVILLE,Starbucks,"Starbucks, 3524 SW Archer Rd #160, Gainesville, FL 32608",29.625,-82.375,Coffee shopBreakfast restaurantCafeCoffee storeEspresso barInternet cafe,0,3,18
KEY WEST,One Love Food Truck,"One Love Food Truck, 5220 US-1, Key West, FL 33040",24.578125,-81.75,RestaurantCatering food and drink supplierFood producerFusion restaurant,0,4,134
AVON PARK,Subway,"Subway, 1041 US Hwy 27 N, Avon Park, FL 33825",27.609375,-81.5,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,111
WINTER PARK,Wendy's,"Wendy's, 1308 W Fairbanks Ave, Winter Park, FL 32789",28.59375,-81.375,Fast food restaurantBreakfast restaurant,0,3,90
HOLLYWOOD,Shell,"Shell, 9489 Sheridan St, Hollywood, FL 33024",26.03125,-80.25,Gas stationATMCar washConvenience storeRestaurant,0,4,28
WEST PALM BEACH,Sal's Italian Ristorante,"Sal's Italian Ristorante, 11995 Southern Blvd, Royal Palm Beach, FL 33411",26.6875,-80.25,Pizza restaurant,0,3,258
BOCA RATON,Osteria Salina,"Osteria Salina, 451 E Palmetto Park Rd, Boca Raton, FL 33432",26.34375,-80.0625,Restaurant,0,4,14
ORANGE CITY,Domino's Pizza,"Domino's Pizza, 828-7 Saxon Blvd, Orange City, FL 32763",28.90625,-81.3125,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,3,195
MELBOURNE,Wawa,"Wawa, 895 Palm Bay Rd NE, West Melbourne, FL 32904",28.03125,-80.625,Convenience storeBreakfast restaurantCafeCandy storeCheesesteak restaurantCoffee shopFast food restaurantGas stationHoagie restaurantSandwich shop,0,4,88
MIAMI,Wingstop,"Wingstop, 9493 SW 160th St, Palmetto Bay, FL 33157",25.625,-80.375,Chicken wings restaurant,0,3,68
CLEWISTON,Subway,"Subway, 940 W Sugarland Hwy, Clewiston, FL 33440",26.75,-80.9375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,87
FORT MYERS,Dante's Pizza,"Dante's Pizza, Fort Myers, FL 33908",26.5,-82.0,Restaurant,0,4,18
ORLANDO,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 7561 W Sand Lake Rd, Orlando, FL 32819",28.453125,-81.5,RestaurantJuice shop,0,4,138
WINTER GARDEN,Curry Kitchen,"Curry Kitchen, 731 S Dillard St, Winter Garden, FL 34787",28.5625,-81.5625,Indian restaurant,0,4,38
WINTER PARK,Lucky China,"Lucky China, 6756 Aloma Ave, Winter Park, FL 32792",28.609375,-81.3125,RestaurantAsian restaurantChinese restaurant,0,3,108
BELLE GLADE,Tacos El Rey,"Tacos El Rey, 650 State Hwy 715, Belle Glade, FL 33430",26.6875,-80.6875,Mexican restaurant,0,4,118
MIAMI,Hong Kong City,"Hong Kong City, 7373 NW 36th St, Miami, FL 33166",25.8125,-80.3125,Chinese restaurant,0,4,100
MARATHON,Fish Market,"Fish Market, 35 St, Marathon, FL 33050",24.71875,-81.0625,Seafood restaurant,0,4,18
PALM BEACH GARDENS,Starbucks,"Starbucks, 6231 PGA Boulevard Suite 100, Palm Beach Gardens, FL 33418",26.84375,-80.125,Coffee shopBreakfast restaurantCafeCoffee storeEspresso barInternet cafe,0,4,114
OPA LOCKA,Subway,"Subway, 13300 NW 27th Ave #3, Opa-locka, FL 33054",25.890625,-80.25,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,185
FORT LAUDERDALE,Subway,"Subway, 4700 S Flamingo Rd, Cooper City, FL 33330",26.0625,-80.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,38
HIALEAH,Little Caesars Pizza,"Little Caesars Pizza, 3335 W 80th St, Hialeah, FL 33018",25.890625,-80.375,Pizza restaurantAmerican restaurantChicken wings restaurantFast food restaurantPizza deliveryPizza Takeout,0,3,237
PALM BEACH GARDENS,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 6271 PGA Boulevard, Palm Beach Gardens, FL 33418",26.84375,-80.125,RestaurantJuice shop,0,3,68
JUPITER,Papa John's Pizza,"Papa John's Pizza, 812 N Old Dixie Hwy, Jupiter, FL 33458",26.9375,-80.125,Pizza restaurant,0,3,108
ORLANDO,The Honey Baked Ham Company,"The Honey Baked Ham Company, 13741 S John Young Pkwy, Orlando, FL 32837",28.375,-81.4375,DeliCafeCatererHam shopTakeout RestaurantSandwich shop,0,4,133
BELLE GLADE,Subway,"Subway, 940 S Main St, Belle Glade, FL 33430",26.671875,-80.6875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,54
FORT LAUDERDALE,Subway,"Subway, 1801 W Oakland Park Blvd, Oakland Park, FL 33311",26.171875,-80.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,46
BOYNTON BEACH,Smoothie King,"Smoothie King, 1313 W Boynton Beach Blvd R7, Boynton Beach, FL 33426",26.53125,-80.0625,Juice shopFast food restaurantHealth food restaurantDelivery RestaurantTakeout RestaurantVitamin & supplements store,0,4,44
BOYNTON BEACH,Sbarro,"Sbarro, 801 N Congress Ave, Boynton Beach, FL 33426",26.53125,-80.125,Pizza restaurantCatererFast food restaurantItalian restaurantPasta shopPizza deliveryPizza Takeout,0,3,58
HOMESTEAD,Subway,"Subway, 24790 SW 177th Ave, Homestead, FL 33031",25.53125,-80.5,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,128
MIAMI,Taco Rico,"Taco Rico, 10741 NW 58th St, Doral, FL 33178",25.828125,-80.375,Mexican restaurantRestaurantTex-Mex restaurant,0,4,115
FORT MYERS,Azure,"Azure, 15301 McGregor Blvd #1, Fort Myers, FL 33908",26.515625,-81.9375,French restaurant,0,4,133
MIAMI,Costco Food Court,"Costco Food Court, 14800 Sole Mia Way, North Miami, FL 33181",25.90625,-80.125,Food courtTakeout Restaurant,0,4,48
TAMPA,Wing Street,"Wing Street, 3904 W Hillsborough Ave, Tampa, FL 33614",28.0,-82.5,Chicken restaurantDelivery RestaurantRestaurant,0,3,24
TALLAHASSEE,Chick-fil-A,"Chick-fil-A, Rattlers' Nest, 1510 Wahnish Way, Tallahassee, FL 32307",30.421875,-84.3125,Fast food restaurantBreakfast restaurantCatererChicken restaurantDelivery serviceFamily restaurant,0,4,52
MIAMI BEACH,Taj Mahal Indian Cuisine,"Taj Mahal Indian Cuisine, 1321 Washington Ave, Miami Beach, FL 33139",25.78125,-80.125,Indian restaurantHalal restaurantVegan restaurant,0,4,540
JACKSONVILLE,El Tapatio,"El Tapatio, 7900 103rd St #32, Jacksonville, FL 32210",30.25,-81.75,Mexican restaurantButcher shopMexican goods storeMexican grocery storeMoney transfer serviceRestaurant,0,4,168
JACKSONVILLE,Gyro King,"Gyro King, 6219 San Juan Ave, Jacksonville, FL 32210",30.28125,-81.75,Fast food restaurant,0,4,89
DAYTONA BEACH,Porter's Place,"Porter's Place, 745 Ridgewood Ave, Holly Hill, FL 32117",29.234375,-81.0625,Restaurant,0,4,26
FLEMING ISLAND,Starbucks,"Starbucks, 2000 E West Pkwy Suite 101, Fleming Island, FL 32003",30.09375,-81.75,Coffee shopBreakfast restaurantCafeCoffee storeEspresso barInternet cafe,0,4,84
MIDWAY,Cinnabon,"Cinnabon, 32670 Blue Star Hwy, Midway, FL 32343",30.5,-84.4375,BakeryCoffee shopPastry shop,0,3,15
MIAMI,Catracho,"Catracho, 1252 NW 29th St, Miami, FL 33142",25.796875,-80.1875,Fast food restaurant,0,4,8
ORLANDO,Cold Stone Creamery,"Cold Stone Creamery, 6000 Universal Blvd, Orlando, FL 32819",28.46875,-81.4375,Ice cream shopCake shopDessert restaurantFrozen yogurt shop,0,4,148
BOYNTON BEACH,Auntie Anne's,"Auntie Anne's, 801 N Congress Ave Space 779, Boynton Beach, FL 33426",26.53125,-80.125,Pretzel storeBakeryCafeRestaurant,0,3,18
BRANDON,Hungry Howie's Pizza & Subs,"Hungry Howie's Pizza & Subs, 819 W Bloomingdale Ave, Brandon, FL 33511",27.890625,-82.3125,Pizza restaurantCatererItalian restaurantPizza deliveryPizza TakeoutRestaurantSalad shopSandwich shop,0,4,208
WEST PALM BEACH,Subway,"Subway, 9940 Belvedere Rd #F, Royal Palm Beach, FL 33411",26.6875,-80.1875,Sandwich shopFast food restaurantTakeout RestaurantRestaurant,0,3,58
WINTER PARK,First Watch,"First Watch, 140 N Orlando Ave, Winter Park, FL 32789",28.59375,-81.375,Breakfast restaurantBrunch restaurantCafeFamily restaurantFast food restaurantHealth food restaurantLunch restaurantPancake restaurantRestaurantTraditional American restaurant,0,4,88
ORLANDO,Baja Fresh Mexican Grill,"Baja Fresh Mexican Grill, 10505 Jeff Fuqua Blvd N Ste 1048, Orlando, FL 32827",28.421875,-81.3125,Mexican restaurantBreakfast restaurantBurrito restaurantFast food restaurantSpanish restaurantTaco restaurantTex-Mex restaurant,0,3,5
TRENTON,Subway,"Subway, 806 E Wade St Unit 6, Trenton, FL 32693",29.609375,-82.8125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,140
RUSKIN,Taqueria Guanajuato,"Taqueria Guanajuato, 302 1st St NW, Ruskin, FL 33570",27.71875,-82.4375,Mexican restaurant,0,4,217
JUPITER,Sala Thai,"Sala Thai, 103 US-1 # B5, Jupiter, FL 33477",26.9375,-80.0625,Thai restaurantAsian restaurantSoutheast Asian restaurant,0,4,138
DAYTONA BEACH,Angela's Restaurant Supplies,"Angela's Restaurant Supplies, 711 W International Speedway Blvd, Daytona Beach, FL 32114",29.203125,-81.0,Restaurant supply store,0,4,35
FLEMING ISLAND,Planet Smoothie,"Planet Smoothie, 2245 Plantation Center Dr, Fleming Island, FL 32003",30.078125,-81.6875,Juice shopHealth food restaurant,0,4,75
WINDERMERE,Marco's Pizza,"Marco's Pizza, 14387 Bridgewater Crossings Blvd Suite 120, Windermere, FL 34786",28.484375,-81.625,Pizza restaurantTakeout RestaurantPizza deliveryPizza Takeout,0,4,137
GRACEVILLE,Los Amigos Mexican Restaurant,"Los Amigos Mexican Restaurant, 915 White Ave, Graceville, FL 32440",30.96875,-85.5,Mexican restaurant,0,3,98
WEST PALM BEACH,Subway,"Subway, 122 N Dixie Hwy, West Palm Beach, FL 33401",26.71875,-80.0625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,74
ARCADIA,La Zeta Mexicana,"La Zeta Mexicana, 519 S Brevard Ave, Arcadia, FL 34266",27.203125,-81.875,Mexican restaurantGrocery storeLatin American restaurant,0,3,86
TAMPA,Plum Tree,"Plum Tree, 215 E Davis Blvd, Tampa, FL 33606",27.921875,-82.4375,RestaurantChinese restaurantChinese takeaway,0,3,86
NAPLES,Cafe Verona,"Cafe Verona, 8090Sorrento La, Suite 5, Naples, FL 34114",26.09375,-81.6875,RestaurantBistro,0,4,58
SPRING HILL,New Panda,"New Panda, 11068 Spring Hill Dr, Spring Hill, FL 34608",28.453125,-82.5625,Chinese restaurant,0,3,65
LAKE WORTH,Panda Garden,"Panda Garden, 1968 Lake Worth Rd, Lake Worth, FL 33461",26.625,-80.0625,Restaurant,0,4,66
SAINT JOHNS,Beijing Cafe,"Beijing Cafe, 2851 County Road 210 West #118, St Johns, FL 32259",30.0625,-81.5625,Chinese restaurant,0,3,28
HASTINGS,Subway,"Subway, 8804 W Church St, Hastings, FL 32145",29.71875,-81.5,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,88
HOLLYWOOD,Luz Latin Cakes,"Luz Latin Cakes, 6500 Hollywood Blvd, Hollywood, FL 33024",26.015625,-80.1875,Bakery,0,4,96
MIAMI,Walmart Bakery,"Walmart Bakery, 17650 NW 2nd Ave, Miami Gardens, FL 33169",25.9375,-80.1875,BakeryCake shopWholesale bakery,0,5,4
ORLANDO,Olives,"Olives, 165 S Orange Ave, Orlando, FL 32801",28.546875,-81.375,Mediterranean restaurantGreek restaurantHalal restaurantKosher restaurantVegan restaurant,0,4,156
PONTE VEDRA,Ben & Jerry’s,"Ben & Jerry’s, 295 Pine Lake Dr Suite No. C101, Ponte Vedra Beach, FL 32081",30.109375,-81.4375,Ice cream shopBakeryCandy storeCaterer,0,4,64
DEFUNIAK SPRINGS,Subway,"Subway, 1226 Freeport Road, Defuniak Springs, FL 32435",30.703125,-86.125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,25
FORT LAUDERDALE,Subway,"Subway, 3001 N State Rd 7, Lauderdale Lakes, FL 33313",26.15625,-80.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,38
FORT LAUDERDALE,Wawa,"Wawa, 4401 NW 76th Ave, Lauderhill, FL 33351",26.171875,-80.25,Convenience storeBreakfast restaurantCafeCandy storeCheesesteak restaurantCoffee shopFast food restaurantGas stationHoagie restaurantSandwich shop,0,3,68
TAMPA,The Poké Company,"The Poké Company, 1208 E Kennedy Blvd Suite 116, Tampa, FL 33602",27.953125,-82.4375,Restaurant,0,4,94
BOYNTON BEACH,Coral Cafe,"Coral Cafe, 12751 El Clair Ranch Rd, Boynton Beach, FL 33437",26.484375,-80.125,American restaurant,0,4,14
POMPANO BEACH,Domino's Pizza,"Domino's Pizza, 7118 Southgate Blvd, North Lauderdale, FL 33068",26.234375,-80.25,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,3,88
SANTA ROSA BEACH,Subway,"Subway, 3723 E County Hwy 30A Unit 8, Santa Rosa Beach, FL 32459",30.3125,-86.125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,68
SAINT PETERSBURG,Smoothie King,"Smoothie King, 10334 Roosevelt Blvd N, St. Petersburg, FL 33716",27.859375,-82.625,Juice shopFast food restaurantHealth food restaurantDelivery RestaurantTakeout RestaurantVitamin & supplements store,0,4,114
FORT PIERCE,Subway,"Subway, 116 N 2nd St Suite 101, Fort Pierce, FL 34950",27.453125,-80.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,98
