name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,relative_results,url,restaurant,bakery,dessert,pastry,closed,street,zip,open,close,City,County Name,avg_rating_right,num_of_reviews_right
Mateo's,"Mateo's, 2670-7 Rosselle St, Jacksonville, FL 32204",0x88e5b92c395839cf:0x9ad26b724a046b7e,,30.3125,-81.6875,"Pizza restaurant,Hamburger restaurant,Sandwich shop",5.0,7,,1.0,1.0,"0x88e5b82b2c888a27:0xb11584b5c96b2f5a,0x88e5b8558f1f8edb:0x165cf502eef20516",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b92c395839cf:0x9ad26b724a046b7e?authuser=-1&hl=en&gl=us,1,0,0,0,0,2670-7 Rosselle St FL USA,32204,3PM Thu,,JACKSONVILLE,DUVAL,,
Mama B's Diner,"Mama B's Diner, 7651 SW State Rd 200, Ocala, FL 34476",0x88e879b906e0ef23:0xa598ddc276ff5bbf,,29.09375,-82.25,American restaurant,5.0,5,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e879b906e0ef23:0xa598ddc276ff5bbf?authuser=-1&hl=en&gl=us,1,0,0,0,0,7651 SW State Rd 200 FL USA,34476,,2PM,OCALA,MARION,,
Power Meals,"Power Meals, 323 10th Ave W Unit 101, Palmetto, FL 34221",0x88c317c3eabd5e2b:0x151ee05e62506180,,27.515625,-82.5625,Restaurant,5.0,8,,1.0,1.0,"0x88c33f6ddee13f93:0xb93139f61f32cf6e,0x88c33d0edb38969b:0xa2db94efb850bca5,0x88c34115484149e5:0x49ac8999f0446ea,0x88c3174adf19a0ad:0x6546a832b37ef5ac",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c317c3eabd5e2b:0x151ee05e62506180?authuser=-1&hl=en&gl=us,1,0,0,0,0,323 10th Ave W Unit 101 FL USA,34221,9AM,,PALMETTO,MANATEE,,
Michele's Cuisine,"Michele's Cuisine, 13827 NE 87th Way, Lady Lake, FL 32159",0x88e7c549f488d987:0xe7502c18af7e7a6b,,28.953125,-81.9375,Restaurant,4.0,5,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7c549f488d987:0xe7502c18af7e7a6b?authuser=-1&hl=en&gl=us,1,0,0,0,1,13827 NE 87th Way FL USA,32159,,,,,,
Quiznos,"Quiznos, 9802 Baymeadows Rd #4, Jacksonville, FL 32256",0x88e5cafa2cc609df:0x1881abd90aaa0c3,"Known for toasted, build-your-own subs, this counter-serve chain also sells soups, salads & more.",30.21875,-81.5625,"Sandwich shop,Caterer,Deli,Fast food restaurant,Restaurant",3.0,2,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5cafa2cc609df:0x1881abd90aaa0c3?authuser=-1&hl=en&gl=us,1,0,0,0,1,9802 Baymeadows Rd #4 FL USA,32256,Permanently closed,Permanently closed,JACKSONVILLE,DUVAL,3.31,1154
LEE BISTRO ASIAN CUISINE,"LEE BISTRO ASIAN CUISINE, 5787 Vineland Rd, Orlando, FL 32819",0x88e77f681278a0cf:0x42a1710950269c25,,28.484375,-81.4375,"Asian restaurant,Chinese restaurant,Ramen restaurant",4.0,28,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77f681278a0cf:0x42a1710950269c25?authuser=-1&hl=en&gl=us,1,0,0,0,0,5787 Vineland Rd FL USA,32819,12PM,,ORLANDO,ORANGE,,
Mainstay Tavern,"Mainstay Tavern, Clearwater, FL 33767",0x88c2f730debd585f:0xeb36db3a693c980f,,27.953125,-82.8125,Restaurant,3.0,14,,1.0,1.0,"0x88c2f730ddce0653:0xb28477eceda35923,0x88c2f7379fb7ad79:0xeca360929c68a519,0x88c2f736dc1d538f:0x56afa980e7211086,0x88c2f73701559e11:0x90db8a1f8349886d",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f730debd585f:0xeb36db3a693c980f?authuser=-1&hl=en&gl=us,1,0,0,0,0,Clearwater FL USA,33767,4PM,,,,,
Publix Super Market at The Market at Mirada,"Publix Super Market at The Market at Mirada, 30841 Mirada Blvd, San Antonio, FL 33576",0x88c2ade8b60d2c63:0xad37b53949645a73,,28.328125,-82.3125,"Supermarket,Bakery,Beer store,Florist,Grocery store,Seafood market,Wine store",4.0,27,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ade8b60d2c63:0xad37b53949645a73?authuser=-1&hl=en&gl=us,0,1,0,0,0,30841 Mirada Blvd FL USA,33576,7AM,,SAN ANTONIO,PASCO,,
IDRIVE ORLANDO (International Drive Orlando),"IDRIVE ORLANDO (International Drive Orlando), 8015 International Dr #8214, Orlando, FL 32819",0x88e77f46ddbc8c89:0x775f1236f0715b94,,28.453125,-81.5,"Tourist attraction,Dinner theater,Parking garage,Restaurant,Shopping mall,Theme park",5.0,8,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77f46ddbc8c89:0x775f1236f0715b94?authuser=-1&hl=en&gl=us,1,0,0,0,0,8015 International Dr #8214 FL USA,32819,Open 24 hours,Open 24 hours,ORLANDO,ORANGE,,
Palma Juice Co.,"Palma Juice Co., 8300 NE 2nd Ave, Miami, FL 33138",0x88d9b1005bc3752d:0xb173e4bc55c800f1,,25.859375,-80.1875,"Juice shop,Health food restaurant",4.0,8,,1.0,1.0,"0x88d9b3d4f27cb327:0xd92533e82b8b689,0x88d9b7cf993bd363:0xdcef990051df526f,0x88d9b52e38acad59:0x75b6a5a33799d02e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b1005bc3752d:0xb173e4bc55c800f1?authuser=-1&hl=en&gl=us,1,0,0,0,1,8300 NE 2nd Ave FL USA,33138,Permanently closed,Permanently closed,MIAMI,MIAMI-DADE,,
Papa Nose Italian Eatery,"Papa Nose Italian Eatery, 10851 SW 40th St, Miami, FL 33165",0x88d9bf5210baccbb:0x1a21766a4ff5bce6,,25.734375,-80.375,Italian restaurant,4.0,7,,1.0,1.0,"0x88d9b8a52af14709:0x8ad7d1006e6b22f1,0x88d9c76e656aaaab:0xa7843ba3a28f265f,0x88d9bf357661d965:0x9783853e61d05da8,0x88d9c76e874f58e7:0xba50f1838366b416",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bf5210baccbb:0x1a21766a4ff5bce6?authuser=-1&hl=en&gl=us,1,0,0,0,1,10851 SW 40th St FL USA,33165,Permanently closed,Permanently closed,MIAMI,MIAMI-DADE,,
Icon Eatery & Bar,"Icon Eatery & Bar, 5450 Bollettieri Blvd, Bradenton, FL 34210",0x88c315593fad8df5:0x89d6b565bb32c62f,,27.4375,-82.625,"Fine dining restaurant,Bar,New American restaurant,Restaurant",4.0,2,,1.0,1.0,"0x88c3171d9f40b5d1:0xa48e658531b38042,0x88c3160e60d5554b:0x10be74ea304de3d5",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c315593fad8df5:0x89d6b565bb32c62f?authuser=-1&hl=en&gl=us,1,0,0,0,0,5450 Bollettieri Blvd FL USA,34210,6:30AM,,BRADENTON,MANATEE,,
Pasha's,"Pasha's, 1120 NW 14th St, Miami, FL 33136",0x88d9b6c12dc5bc55:0x8ff2d900fb614b69,Quick-serve Mediterranean chain outpost offering  health-focused dishes like wraps & kebab platters.,25.78125,-80.1875,"Mediterranean restaurant,Restaurant",4.0,5,,1.0,1.0,"0x88d9b6a5ed07b73d:0xbe70861e48c4e390,0x14129960bd31b655:0x389b53870e7ec754",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b6c12dc5bc55:0x8ff2d900fb614b69?authuser=-1&hl=en&gl=us,1,0,0,0,1,1120 NW 14th St FL USA,33136,,,MIAMI,MIAMI-DADE,4.4,334
Panaggio’s Fusion Bistro,"Panaggio’s Fusion Bistro, 1500 Beville Rd Ste 410, Daytona Beach, FL 32114",0x88e6d904c645351d:0xb07b9d0df77b6084,,29.171875,-81.0625,"Restaurant,Italian restaurant,Pizza delivery,Pizza restaurant,Pizza Takeout",4.0,33,,1.0,1.0,"0x88e6dc9be0a86d33:0xacb53fff987a32cf,0x88e6d9b2268affff:0x4b3688e814e701b4,0x88e6d7fe1cee97f5:0xe18598f350e28d5a,0x88e6da281a35ee89:0xc3acd55f8db4e550,0x88e6d95891ba5d51:0x3da7b5bee8614aaf",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6d904c645351d:0xb07b9d0df77b6084?authuser=-1&hl=en&gl=us,1,0,0,0,1,1500 Beville Rd Ste 410 FL USA,32114,Permanently closed,Permanently closed,DAYTONA BEACH,VOLUSIA,4.67,61
Quail Run Country Club Restaurant,"Quail Run Country Club Restaurant, 1 Forest Lakes Blvd, Naples, FL 34105",0x88db1e750e1c1ae1:0x1b8c84478caddbab,,26.203125,-81.75,American restaurant,5.0,1,,1.0,1.0,"0x88db1df47e642bbd:0x78c8ca969b94d499,0x88dae191ee50590f:0x8ff632313cf82f58,0x88db1e743dda7c79:0xb84a7532b031c604,0x88dae17155555555:0x61ae43672ce4f87f,0x88dae18269c2c6e9:0x56cf94e67ed4fabb",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db1e750e1c1ae1:0x1b8c84478caddbab?authuser=-1&hl=en&gl=us,1,0,0,0,0,1 Forest Lakes Blvd FL USA,34105,11AM,,NAPLES,COLLIER,,
Signatures7,"Signatures7, 2250 NW 2nd Ave, Miami, FL 33127",0x88d9b7ec39637c5f:0x2605d817e4adc732,,25.796875,-80.1875,Restaurant,5.0,1,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b7ec39637c5f:0x2605d817e4adc732?authuser=-1&hl=en&gl=us,1,0,0,0,0,2250 NW 2nd Ave FL USA,33127,4PM Thu,,MIAMI,MIAMI-DADE,,
Delicious Latino Restaurant,"Delicious Latino Restaurant, 504 N State Rd 7, Hollywood, FL 33021",0x88d9a94040ac4fed:0xe2c177a6fc94ba0,,26.015625,-80.1875,Restaurant,4.0,28,,1.0,1.0,"0x88d9a96a99ccf447:0x1e65c9d9ecf9fb76,0x88d9a85405fa951f:0x7cfa82afe53e1493,0x88d9ae61817d6caf:0x27841d155b574e52,0x88d9a968f59aa42f:0x5de42a9ecd1399c1,0x88d9a969ab71c947:0xaf2adb08cf4417cb",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a94040ac4fed:0xe2c177a6fc94ba0?authuser=-1&hl=en&gl=us,1,0,0,0,0,504 N State Rd 7 FL USA,33021,9AM,,HOLLYWOOD,BROWARD,,
"DELICIOUS OF PERU, RESTAURANT","DELICIOUS OF PERU, RESTAURANT, 504 S State Rd 7, Hollywood, FL 33021",0x88d9a94040a578eb:0xd01947f4367fffc0,,26.015625,-80.1875,Peruvian restaurant,4.0,8,,1.0,1.0,"0x88d9a915e7fad5cf:0xbd7392daa56131f8,0x88d9abd3f0575429:0x3803e9f62025bda2,0x88d9a94040ac4fed:0xe2c177a6fc94ba0",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a94040a578eb:0xd01947f4367fffc0?authuser=-1&hl=en&gl=us,1,0,0,0,1,RESTAURANT FL USA,33021,Permanently closed,Permanently closed,HOLLYWOOD,BROWARD,4.93,14
Store Grocery,"Store Grocery, 727 NW 111th St, Miami, FL 33168",0x88d9b1c015ea1f1b:0x887379498535ceb0,,25.875,-80.1875,Restaurant,3.0,18,,1.0,1.0,"0x88d9b1bff3b1f82b:0x6c33519fcb985ea7,0x88d9adfe2db148db:0x55f3918257c59739,0x88d9b79cea6248ef:0xf4453aaf1a21cec1,0x88d9b1c01d1b945f:0xaf6c37d4e0a27899,0x88d9aff2c6b48c7f:0x7e754819347ba25f",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b1c015ea1f1b:0x887379498535ceb0?authuser=-1&hl=en&gl=us,1,0,0,0,0,727 NW 111th St FL USA,33168,9AM,,MIAMI,MIAMI-DADE,,
Dilly's Seafood Truck at Celebration Park,"Dilly's Seafood Truck at Celebration Park, 2880 Becca Ave, Naples, FL 34112",0x88dae33bfbda83ff:0xb8247ee5005e3d24,,26.125,-81.75,Seafood restaurant,4.0,8,,1.0,1.0,"0x88dae30dfd2fea7f:0x7d829da49441a1c3,0x88db1e1f5b8a0e73:0xe6a9cecc362dfcca,0x88dae3d437f62c5d:0x3876a30650cfb9d2,0x88dae3d060059405:0xfc3eecd581cac0d7",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dae33bfbda83ff:0xb8247ee5005e3d24?authuser=-1&hl=en&gl=us,1,0,0,0,1,2880 Becca Ave FL USA,34112,Permanently closed,Permanently closed,NAPLES,COLLIER,,
Sandwich Bar,"Sandwich Bar, 2432 E Robinson St, Orlando, FL 32801",0x88e77ad07d393c57:0x23ebd5e5f4a03239,,28.546875,-81.375,"Sandwich shop,Restaurant",4.0,27,,1.0,1.0,"0x88e77ada7c3a4ca7:0x5ed76fdc1e7154cd,0x88e77ada62a579e7:0xad8af8f1ce56f864,0x88e77ad106f35b3f:0x377ba12270b03940",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77ad07d393c57:0x23ebd5e5f4a03239?authuser=-1&hl=en&gl=us,1,0,0,0,1,2432 E Robinson St FL USA,32801,Permanently closed,Permanently closed,ORLANDO,ORANGE,4.63,75
Tacos Mexican Restaurant,"Tacos Mexican Restaurant, 39024 US-19, Tarpon Springs, FL 34689",0x88c28d5c25300001:0x860bd1bd2442afb1,,28.125,-82.75,Mexican restaurant,4.0,2,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c28d5c25300001:0x860bd1bd2442afb1?authuser=-1&hl=en&gl=us,1,0,0,0,1,39024 US-19 FL USA,34689,,,TARPON SPRINGS,PINELLAS,,
NUDO,"NUDO, Jacksonville, FL 32257",0x88e5c96b07c86f09:0xab846d6a6f4c8497,,30.1875,-81.625,Restaurant,4.0,4,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c96b07c86f09:0xab846d6a6f4c8497?authuser=-1&hl=en&gl=us,1,0,0,0,1,Jacksonville FL USA,32257,,,JACKSONVILLE,DUVAL,,
Fitlife Foods Plantation,"Fitlife Foods Plantation, 1043 S University Dr, Plantation, FL 33324",0x88d907944065b7cb:0xc3c8f9877b52c59e,,26.109375,-80.25,"Health food store,Health food restaurant,Restaurant",4.0,43,$$,1.0,1.0,"0x88d9a9d971ea35d1:0x96a844f42b246c25,0x88d907c0b3daa165:0xcb7b9562e303ae7b,0x88d90638d64be841:0x59bf72040491cdf5,0x88d9a842600dbc79:0x234871326943c8b8,0x88d907946ac5a6e7:0xa984ad7ba2c1b974",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d907944065b7cb:0xc3c8f9877b52c59e?authuser=-1&hl=en&gl=us,1,0,0,0,0,1043 S University Dr FL USA,33324,7AM Wed,,FORT LAUDERDALE,BROWARD,,
Nini Seafood,"Nini Seafood, 3851 NW 125th St, Miami Gardens, FL 33054",0x88d9b010f6400001:0x9e1911a7dcca6405,,25.890625,-80.25,Seafood restaurant,4.0,6,,1.0,1.0,"0x88d9b01059d4827f:0x6a8b2644fe45ca39,0x88d9b005eff28bbd:0xd55a4b97f4eb4c1,0x88d9afd7f34a4b29:0xb88310cedaae2037,0x88d9b2131b19f0a7:0x58f77ccc8acc08f1",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b010f6400001:0x9e1911a7dcca6405?authuser=-1&hl=en&gl=us,1,0,0,0,0,3851 NW 125th St FL USA,33054,9AM Wed,,,,,
Orlando Dinner Entertainment,"Orlando Dinner Entertainment, 6400 Carrier Dr, Orlando, FL 32819",0x88e77efef5f01409:0x7deb3a556b542eb4,,28.453125,-81.4375,"Association or organization,Restaurant",4.0,8,,1.0,1.0,"0x88e77ef8e93acc59:0x2cbe30dba4159b38,0x88e77efef5f01409:0x8e570725e1c388bf,0x88e77f49d15d981b:0x2d4525071d242c8b,0x88e77ee38deeac5b:0xc3b06d1943925078,0x88e77e4d4673dc45:0x5d0d28064ab03bbf",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77efef5f01409:0x7deb3a556b542eb4?authuser=-1&hl=en&gl=us,1,0,0,0,1,6400 Carrier Dr FL USA,32819,,,ORLANDO,ORANGE,,
Nana's Restaurant,"Nana's Restaurant, 857 E Klosterman Rd, Tarpon Springs, FL 34689",0x88c28d5968c8b309:0x3d6a826308284a21,,28.125,-82.75,Restaurant,5.0,3,$,1.0,1.0,"0x88c28d5968c7b0af:0xf63689d8271ceab7,0x88c28d64be73f0ed:0x39565e4decff46b3",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c28d5968c8b309:0x3d6a826308284a21?authuser=-1&hl=en&gl=us,1,0,0,0,1,857 E Klosterman Rd FL USA,34689,Permanently closed,Permanently closed,TARPON SPRINGS,PINELLAS,,
Lin's Asian Bistro,"Lin's Asian Bistro, 1075 Oakleaf Plantation Pkwy #305, Orange Park, FL 32065",0x51325acc69cdd725:0xd9eab3bc5db69212,"This polished restaurant, with red and black hues, serves the foods of several Asian cuisines.",30.15625,-81.8125,"Chinese restaurant,Asian restaurant,Sushi restaurant",3.0,18,$$,1.0,1.0,"0x51325ab55e36bf49:0x2d274b98cb425902,0x513245416b785fc7:0x44335bb596f13273,0x51325acb700bb7e7:0x580ed2a6788c33fa,0x51325acc2fa7c65d:0xc667faccdcaa782a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x51325acc69cdd725:0xd9eab3bc5db69212?authuser=-1&hl=en&gl=us,1,0,0,0,1,1075 Oakleaf Plantation Pkwy #305 FL USA,32065,Permanently closed,Permanently closed,,,,
Marcelina’s,"Marcelina’s, 3240 SW 34th St, Ocala, FL 34474",0x88e7d53df4afd8e5:0x2273e0070712e889,,29.15625,-82.1875,Italian restaurant,4.0,16,,1.0,1.0,"0x88e879d8038f2665:0x6d11d45c3657d29a,0x88e7d4e023d7a1ff:0x5846242802c5c055",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7d53df4afd8e5:0x2273e0070712e889?authuser=-1&hl=en&gl=us,1,0,0,0,0,3240 SW 34th St FL USA,34474,2PM Wed,,OCALA,MARION,,
Mo Cookies,"Mo Cookies, 685 W Tennessee St, Tallahassee, FL 32304",0x88ecf53cf201eaa9:0xbaff139ee2bc1522,,30.4375,-84.3125,Bakery,5.0,28,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ecf53cf201eaa9:0xbaff139ee2bc1522?authuser=-1&hl=en&gl=us,0,1,0,0,0,685 W Tennessee St FL USA,32304,,12AM,TALLAHASSEE,LEON,,
Canton Palace Chinese Restaurant,"Canton Palace Chinese Restaurant, 7980 SW 8th St, Miami, FL 33144",0x88d9b9009976b2d1:0xdb8853eabc1567cd,,25.765625,-80.3125,Chinese restaurant,4.0,25,$$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b9009976b2d1:0xdb8853eabc1567cd?authuser=-1&hl=en&gl=us,1,0,0,0,0,7980 SW 8th St FL USA,33144,11AM Wed,,MIAMI,MIAMI-DADE,,
MotLee's,"MotLee's, 1485 S 6th St, Macclenny, FL 32063",0x88e5f3c0ed112c81:0x888fe72641f1ebef,,30.265625,-82.125,Restaurant,3.0,34,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5f3c0ed112c81:0x888fe72641f1ebef?authuser=-1&hl=en&gl=us,1,0,0,0,0,1485 S 6th St FL USA,32063,10:30AM Wed,,MACCLENNY,BAKER,,
Cape Seafood Shack,"Cape Seafood Shack, 603 Del Prado Blvd S, Cape Coral, FL 33990",0x88db4147b1d9e6f3:0x943dbd10a92ba1b1,,26.640625,-81.9375,Restaurant,5.0,1,$$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db4147b1d9e6f3:0x943dbd10a92ba1b1?authuser=-1&hl=en&gl=us,1,0,0,0,1,603 Del Prado Blvd S FL USA,33990,,,CAPE CORAL,LEE,,
Fresh Point Country Buffet,"Fresh Point Country Buffet, 10525 US-19, Pinellas Park, FL 33782",0x88c2e4e34f1ed783:0x76c5da381c499d79,,27.875,-82.6875,Buffet restaurant,5.0,2,,1.0,1.0,"0x88c2e5593fbd022b:0x2ccd7a719849c9f7,0x88c2e686e0c79ef5:0x245b6b8e32169e68,0x88c2fbbede907225:0xc29c9db2021f7ced,0x88c2f228ed8893a3:0xbd7b4c9169a3991f",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e4e34f1ed783:0x76c5da381c499d79?authuser=-1&hl=en&gl=us,1,0,0,0,1,10525 US-19 FL USA,33782,Permanently closed,Permanently closed,PINELLAS PARK,PINELLAS,4.34,813
Oneyda's Bakery,"Oneyda's Bakery, 600 Goodlette-Frank Rd #101, Naples, FL 34102",0x88dae191ee505917:0x6ba3e25388d3fad4,,26.15625,-81.8125,"Bakery,Deli",4.0,19,$,1.0,1.0,"0x88dae1997e122d6b:0xfd776fa851f06d29,0x88dae2156941cbab:0xcb432ada773bd51c",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dae191ee505917:0x6ba3e25388d3fad4?authuser=-1&hl=en&gl=us,0,1,0,0,1,600 Goodlette-Frank Rd #101 FL USA,34102,Permanently closed,Permanently closed,NAPLES,COLLIER,,
Annie's Bake Shoppe,"Annie's Bake Shoppe, 10331 SW 54th St, Miami, FL 33165",0x88d9c754413f6c9d:0x1f93eff5e0ba9c16,,25.71875,-80.375,"Bakery,Gift basket store",4.0,3,,1.0,1.0,"0x88d9c75ec79f02c5:0xcc673b8b4ac95579,0x88d9c750d52cf8b7:0x4637d48d514880c2,0x88d9c0b8cc42f251:0xf9585712df810260,0x88d9c7464095b43b:0xa6e4899063267a35,0x88d9c7497c9b36dd:0x6e181f81cf060bb9",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c754413f6c9d:0x1f93eff5e0ba9c16?authuser=-1&hl=en&gl=us,0,1,0,0,0,10331 SW 54th St FL USA,33165,,4PM,MIAMI,MIAMI-DADE,4.33,48
Hot Box,"Hot Box, 1-99 Kinkaid St, Pensacola, FL 32507",0x8890b9241e704667:0x3a1e565c17c00993,,30.390625,-87.25,Restaurant,4.0,5,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890b9241e704667:0x3a1e565c17c00993?authuser=-1&hl=en&gl=us,1,0,0,0,1,1-99 Kinkaid St FL USA,32507,Permanently closed,Permanently closed,PENSACOLA,ESCAMBIA,,
Gormley's on the river | Modern cuisine in historic downtown Apalachicola Florida,"Gormley's on the river | Modern cuisine in historic downtown Apalachicola Florida, 123 Water St, Apalachicola, FL 32320",0x8894b5a7a7909725:0xe4687299fd288188,,29.734375,-85.0,"Modern French restaurant,Restaurant",4.0,17,,1.0,1.0,"0x8894b5a649e1f5cb:0xe5ef826dc2f3842f,0x8894b5a7b6c7be27:0xfb36dd36230d905b",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8894b5a7a7909725:0xe4687299fd288188?authuser=-1&hl=en&gl=us,1,0,0,0,1,123 Water St FL USA,32320,Permanently closed,Permanently closed,APALACHICOLA,FRANKLIN,,
Shell,"Shell, 15877 E, FL-40, Silver Springs, FL 34488",0x88e635378f43352f:0xa1b53c63436fa428,,29.1875,-81.875,"Gas station,ATM,Convenience store,Restaurant",1.0,5,$$,1.0,1.0,"0x88e63553f70565a5:0xef9cb3782a5dbd73,0x88e634e757558281:0x5b5ee25c5477209e,0x88e63372d0e93575:0xcc0d3248b5c1c138,0x88e7cdc59bf3cb93:0x86ff78d8bd9d6086,0x88e7c91920c94f27:0xb82f171dc826896",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e635378f43352f:0xa1b53c63436fa428?authuser=-1&hl=en&gl=us,1,0,0,0,0,15877 E FL USA,34488,Open 24 hours,Open 24 hours,,,3.86,1134
Kala' Bites & Brews,"Kala' Bites & Brews, 17100 Gulf Blvd, North Redington Beach, FL 33708",0x88c2fea614c52c8b:0x50e166caa05e8c0f,,27.8125,-82.8125,"Bar,Beer store,Restaurant",5.0,2,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2fea614c52c8b:0x50e166caa05e8c0f?authuser=-1&hl=en&gl=us,1,0,0,0,1,17100 Gulf Blvd FL USA,33708,Permanently closed,Permanently closed,,,,
Baby Food Grill & Bar,"Baby Food Grill & Bar, 203 S 21st Ave, Hollywood, FL 33020",0x88d9ab98b5baad79:0x1a2e3f0642a55246,,26.015625,-80.125,Mexican restaurant,3.0,2,,1.0,1.0,"0x88d9ab9f7c15f7dd:0x6a5d5a6092d262b9,0x88d9aba9e7dd0e21:0xc59b39af50b85bb1,0x88d9ac78e5683acb:0x95d19d8d31fe6342,0x88d9ab2356ac1c9f:0xcdc2c6b4c5f70daf,0x88d9ab98aaf3b653:0x2c2ba81bb9722328",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9ab98b5baad79:0x1a2e3f0642a55246?authuser=-1&hl=en&gl=us,1,0,0,0,0,203 S 21st Ave FL USA,33020,6:30AM,,HOLLYWOOD,BROWARD,4.32,662
Chinese Restaurant,"Chinese Restaurant, Coral Terrace, FL 33155",0x88d9b86c23bb04eb:0x2a82da546b7feb1b,,25.734375,-80.3125,Restaurant,5.0,1,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b86c23bb04eb:0x2a82da546b7feb1b?authuser=-1&hl=en&gl=us,1,0,0,0,1,Coral Terrace FL USA,33155,,,MIAMI,MIAMI-DADE,,
Bachata Rosa,"Bachata Rosa, 887w W 29th St, Hialeah, FL 33012",0x88d9ba5d65937567:0xbc27649cf513cc89,,25.84375,-80.3125,Restaurant,3.0,8,,1.0,1.0,"0x88d9b07ccb3270b9:0x844f5431085b8f88,0x88d9ba7a4ca1629d:0x67cd0db2ebe4c451,0x88d9ba651886705f:0xa4b09ca39a488a1a,0x88d9ba7bb5458a69:0x9292627c1ae0a969",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9ba5d65937567:0xbc27649cf513cc89?authuser=-1&hl=en&gl=us,1,0,0,0,0,887w W 29th St FL USA,33012,6PM,,HIALEAH,MIAMI-DADE,4.69,26
Zampini's Bottega,"Zampini's Bottega, 510 SE 5th Ave, Fort Lauderdale, FL 33301",0x88d900575f0dd065:0x9b3638d2a80be4d,,26.109375,-80.125,Restaurant,4.0,18,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d900575f0dd065:0x9b3638d2a80be4d?authuser=-1&hl=en&gl=us,1,0,0,0,1,510 SE 5th Ave FL USA,33301,Permanently closed,Permanently closed,FORT LAUDERDALE,BROWARD,,
Food Truck De Camino al Cielo,"Food Truck De Camino al Cielo, 3310 S Conway Rd, Orlando, FL 32812",0x88e765a15b829793:0x34addf6ffa1d3f77,,28.5,-81.3125,Takeout Restaurant,4.0,8,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e765a15b829793:0x34addf6ffa1d3f77?authuser=-1&hl=en&gl=us,1,0,0,0,0,3310 S Conway Rd FL USA,32812,1PM,,ORLANDO,ORANGE,,
