,Nombre,address,gmap_id,description,category,Rating,Reviews,price,hours,MISC,relative_results,url,restaurant,bakery,dessert,pastry,Condición_Establecimiento,street,Zip,horario,open,close,City,County Name,latitude,longitude
40,Guilty Pleasure Baking Company Inc.,"Guilty Pleasure Baking Company Inc., 817 E New Haven Ave, Melbourne, FL 32901",0x88de118c5ad9ee51:0xb16bb9c3118100a6,Sin Dato,"Bakery,Cake shop,Cupcake shop",3,17,Sin Dato,1.0,1.0,"0x88de116b5a19fdd5:0xc801d9eaa903ceb9,0x88de118c3031d9f9:0x898e8f5aeba64d6,0x88de0e5e8d18cac9:0xd3003e64459c241a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de118c5ad9ee51:0xb16bb9c3118100a6?authuser=-1&hl=en&gl=us,0,1,0,0,Inactivo,817 E New Haven Ave FL USA,32901,Permanently closed,Permanently closed,Permanently closed,MELBOURNE,BREVARD,28.078360414799597,-80.60719899743083
41,33 Below Icecream,"33 Below Icecream, 12801 W Sunrise Blvd, Sunrise, FL 33323",0x88d90903a8760ad5:0x696fdcc508ebaf7f,Sin Dato,Restaurant,3,7,Sin Dato,1.0,1.0,"0x88d90914729881f7:0x43c3d4cab367f860,0x88d906551153f47d:0xd76db1b5bc5a90a1,0x88d9090159779007:0x73118d0ec53c509f",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d90903a8760ad5:0x696fdcc508ebaf7f?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,12801 W Sunrise Blvd FL USA,33323,Permanently closed,Permanently closed,Permanently closed,FORT LAUDERDALE,BROWARD,26.1505915,-80.3229064
42,JK Fast Food & Fruit,"JK Fast Food & Fruit, 7794 NW 44th St, Sunrise, FL 33351",0x88d9072d30280d93:0x51fde096261af79,Sin Dato,"Restaurant,Colombian restaurant",4,54,Sin Dato,1.0,1.0,"0x88d9060b35471e4b:0x3febadad8ab0bf8b,0x88d905fce521f415:0x1645c7bd1dc6393c,0x88d908ad18c717fd:0x53cfd9af95375bd0",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9072d30280d93:0x51fde096261af79?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,7794 NW 44th St FL USA,33351,Closed ⋅ Opens 3PM,3PM,Sin Dato,FORT LAUDERDALE,BROWARD,26.179334493803356,-80.25777886257148
43,Mateo's,"Mateo's, 2670-7 Rosselle St, Jacksonville, FL 32204",0x88e5b92c395839cf:0x9ad26b724a046b7e,Sin Dato,"Pizza restaurant,Hamburger restaurant,Sandwich shop",5,7,Sin Dato,1.0,1.0,"0x88e5b82b2c888a27:0xb11584b5c96b2f5a,0x88e5b8558f1f8edb:0x165cf502eef20516",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b92c395839cf:0x9ad26b724a046b7e?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,2670-7 Rosselle St FL USA,32204,Closed ⋅ Opens 3PM Thu,3PM Thu,Sin Dato,JACKSONVILLE,DUVAL,30.3192866,-81.6903861
44,Mama B's Diner,"Mama B's Diner, 7651 SW State Rd 200, Ocala, FL 34476",0x88e879b906e0ef23:0xa598ddc276ff5bbf,Sin Dato,American restaurant,5,5,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e879b906e0ef23:0xa598ddc276ff5bbf?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,7651 SW State Rd 200 FL USA,34476,Open ⋅ Closes 2PM,Sin Dato,2PM,OCALA,MARION,29.09375,-82.25
45,Power Meals,"Power Meals, 323 10th Ave W Unit 101, Palmetto, FL 34221",0x88c317c3eabd5e2b:0x151ee05e62506180,Sin Dato,Restaurant,5,8,Sin Dato,1.0,1.0,"0x88c33f6ddee13f93:0xb93139f61f32cf6e,0x88c33d0edb38969b:0xa2db94efb850bca5,0x88c34115484149e5:0x49ac8999f0446ea,0x88c3174adf19a0ad:0x6546a832b37ef5ac",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c317c3eabd5e2b:0x151ee05e62506180?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,323 10th Ave W Unit 101 FL USA,34221,Closed ⋅ Opens 9AM,9AM,Sin Dato,PALMETTO,MANATEE,27.515625,-82.5625
46,Michele's Cuisine,"Michele's Cuisine, 13827 NE 87th Way, Lady Lake, FL 32159",0x88e7c549f488d987:0xe7502c18af7e7a6b,Sin Dato,Restaurant,4,5,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7c549f488d987:0xe7502c18af7e7a6b?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,13827 NE 87th Way FL USA,32159,Sin Dato,Sin Dato,Sin Dato,LADY LAKE,LAKE,28.953125,-81.9375
47,Quiznos,"Quiznos, 9802 Baymeadows Rd #4, Jacksonville, FL 32256",0x88e5cafa2cc609df:0x1881abd90aaa0c3,"Known for toasted, build-your-own subs, this counter-serve chain also sells soups, salads & more.","Sandwich shop,Caterer,Deli,Fast food restaurant,Restaurant",3,2,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5cafa2cc609df:0x1881abd90aaa0c3?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,9802 Baymeadows Rd #4 FL USA,32256,Permanently closed,Permanently closed,Permanently closed,JACKSONVILLE,DUVAL,30.21875,-81.5625
48,LEE BISTRO ASIAN CUISINE,"LEE BISTRO ASIAN CUISINE, 5787 Vineland Rd, Orlando, FL 32819",0x88e77f681278a0cf:0x42a1710950269c25,Sin Dato,"Asian restaurant,Chinese restaurant,Ramen restaurant",4,28,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77f681278a0cf:0x42a1710950269c25?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,5787 Vineland Rd FL USA,32819,Closed ⋅ Opens 12PM,12PM,Sin Dato,ORLANDO,ORANGE,28.482940564456875,-81.4609017110997
49,Mainstay Tavern,"Mainstay Tavern, Clearwater, FL 33767",0x88c2f730debd585f:0xeb36db3a693c980f,Sin Dato,Restaurant,3,14,Sin Dato,1.0,1.0,"0x88c2f730ddce0653:0xb28477eceda35923,0x88c2f7379fb7ad79:0xeca360929c68a519,0x88c2f736dc1d538f:0x56afa980e7211086,0x88c2f73701559e11:0x90db8a1f8349886d",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f730debd585f:0xeb36db3a693c980f?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,Clearwater FL USA,33767,Closed ⋅ Opens 4PM,4PM,Sin Dato,CLEARWATER BEACH,PINELLAS,27.9658533,-82.8001026
50,Publix Super Market at The Market at Mirada,"Publix Super Market at The Market at Mirada, 30841 Mirada Blvd, San Antonio, FL 33576",0x88c2ade8b60d2c63:0xad37b53949645a73,Sin Dato,"Supermarket,Bakery,Beer store,Florist,Grocery store,Seafood market,Wine store",4,27,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ade8b60d2c63:0xad37b53949645a73?authuser=-1&hl=en&gl=us,0,1,0,0,Activo,30841 Mirada Blvd FL USA,33576,Closed ⋅ Opens 7AM,7AM,Sin Dato,SAN ANTONIO,PASCO,26.5134332,-81.9143268
51,IDRIVE ORLANDO (International Drive Orlando),"IDRIVE ORLANDO (International Drive Orlando), 8015 International Dr #8214, Orlando, FL 32819",0x88e77f46ddbc8c89:0x775f1236f0715b94,Sin Dato,"Tourist attraction,Dinner theater,Parking garage,Restaurant,Shopping mall,Theme park",5,8,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77f46ddbc8c89:0x775f1236f0715b94?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,8015 International Dr #8214 FL USA,32819,Open 24 hours,Open 24 hours,Open 24 hours,ORLANDO,ORANGE,28.44964733148117,-81.4707649087875
52,Palma Juice Co.,"Palma Juice Co., 8300 NE 2nd Ave, Miami, FL 33138",0x88d9b1005bc3752d:0xb173e4bc55c800f1,Sin Dato,"Juice shop,Health food restaurant",4,8,Sin Dato,1.0,1.0,"0x88d9b3d4f27cb327:0xd92533e82b8b689,0x88d9b7cf993bd363:0xdcef990051df526f,0x88d9b52e38acad59:0x75b6a5a33799d02e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b1005bc3752d:0xb173e4bc55c800f1?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,8300 NE 2nd Ave FL USA,33138,Permanently closed,Permanently closed,Permanently closed,MIAMI,MIAMI-DADE,25.8519073,-80.1932352
53,Papa Nose Italian Eatery,"Papa Nose Italian Eatery, 10851 SW 40th St, Miami, FL 33165",0x88d9bf5210baccbb:0x1a21766a4ff5bce6,Sin Dato,Italian restaurant,4,7,Sin Dato,1.0,1.0,"0x88d9b8a52af14709:0x8ad7d1006e6b22f1,0x88d9c76e656aaaab:0xa7843ba3a28f265f,0x88d9bf357661d965:0x9783853e61d05da8,0x88d9c76e874f58e7:0xba50f1838366b416",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bf5210baccbb:0x1a21766a4ff5bce6?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,10851 SW 40th St FL USA,33165,Permanently closed,Permanently closed,Permanently closed,MIAMI,MIAMI-DADE,26.070494583405637,-80.294827968539
54,Icon Eatery & Bar,"Icon Eatery & Bar, 5450 Bollettieri Blvd, Bradenton, FL 34210",0x88c315593fad8df5:0x89d6b565bb32c62f,Sin Dato,"Fine dining restaurant,Bar,New American restaurant,Restaurant",4,2,Sin Dato,1.0,1.0,"0x88c3171d9f40b5d1:0xa48e658531b38042,0x88c3160e60d5554b:0x10be74ea304de3d5",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c315593fad8df5:0x89d6b565bb32c62f?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,5450 Bollettieri Blvd FL USA,34210,Closed ⋅ Opens 6:30AM,6:30AM,Sin Dato,BRADENTON,MANATEE,27.4375,-82.625
55,Pasha's,"Pasha's, 1120 NW 14th St, Miami, FL 33136",0x88d9b6c12dc5bc55:0x8ff2d900fb614b69,Quick-serve Mediterranean chain outpost offering  health-focused dishes like wraps & kebab platters.,"Mediterranean restaurant,Restaurant",4,5,Sin Dato,1.0,1.0,"0x88d9b6a5ed07b73d:0xbe70861e48c4e390,0x14129960bd31b655:0x389b53870e7ec754",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b6c12dc5bc55:0x8ff2d900fb614b69?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,1120 NW 14th St FL USA,33136,Sin Dato,Sin Dato,Sin Dato,MIAMI,MIAMI-DADE,25.7873816,-80.2128988
56,Panaggio’s Fusion Bistro,"Panaggio’s Fusion Bistro, 1500 Beville Rd Ste 410, Daytona Beach, FL 32114",0x88e6d904c645351d:0xb07b9d0df77b6084,Sin Dato,"Restaurant,Italian restaurant,Pizza delivery,Pizza restaurant,Pizza Takeout",4,33,Sin Dato,1.0,1.0,"0x88e6dc9be0a86d33:0xacb53fff987a32cf,0x88e6d9b2268affff:0x4b3688e814e701b4,0x88e6d7fe1cee97f5:0xe18598f350e28d5a,0x88e6da281a35ee89:0xc3acd55f8db4e550,0x88e6d95891ba5d51:0x3da7b5bee8614aaf",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6d904c645351d:0xb07b9d0df77b6084?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,1500 Beville Rd Ste 410 FL USA,32114,Permanently closed,Permanently closed,Permanently closed,DAYTONA BEACH,VOLUSIA,29.171875,-81.0625
57,Quail Run Country Club Restaurant,"Quail Run Country Club Restaurant, 1 Forest Lakes Blvd, Naples, FL 34105",0x88db1e750e1c1ae1:0x1b8c84478caddbab,Sin Dato,American restaurant,5,1,Sin Dato,1.0,1.0,"0x88db1df47e642bbd:0x78c8ca969b94d499,0x88dae191ee50590f:0x8ff632313cf82f58,0x88db1e743dda7c79:0xb84a7532b031c604,0x88dae17155555555:0x61ae43672ce4f87f,0x88dae18269c2c6e9:0x56cf94e67ed4fabb",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db1e750e1c1ae1:0x1b8c84478caddbab?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1 Forest Lakes Blvd FL USA,34105,Closed ⋅ Opens 11AM,11AM,Sin Dato,NAPLES,COLLIER,26.210624,-81.779895
58,Signatures7,"Signatures7, 2250 NW 2nd Ave, Miami, FL 33127",0x88d9b7ec39637c5f:0x2605d817e4adc732,Sin Dato,Restaurant,5,1,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b7ec39637c5f:0x2605d817e4adc732?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,2250 NW 2nd Ave FL USA,33127,Closed ⋅ Opens 4PM Thu,4PM Thu,Sin Dato,MIAMI,MIAMI-DADE,25.7987,-80.198917
59,Delicious Latino Restaurant,"Delicious Latino Restaurant, 504 N State Rd 7, Hollywood, FL 33021",0x88d9a94040ac4fed:0xe2c177a6fc94ba0,Sin Dato,Restaurant,4,28,Sin Dato,1.0,1.0,"0x88d9a96a99ccf447:0x1e65c9d9ecf9fb76,0x88d9a85405fa951f:0x7cfa82afe53e1493,0x88d9ae61817d6caf:0x27841d155b574e52,0x88d9a968f59aa42f:0x5de42a9ecd1399c1,0x88d9a969ab71c947:0xaf2adb08cf4417cb",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a94040ac4fed:0xe2c177a6fc94ba0?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,504 N State Rd 7 FL USA,33021,Closed ⋅ Opens 9AM,9AM,Sin Dato,HOLLYWOOD,BROWARD,26.0491998,-80.2084957
60,"DELICIOUS OF PERU, RESTAURANT","DELICIOUS OF PERU, RESTAURANT, 504 S State Rd 7, Hollywood, FL 33021",0x88d9a94040a578eb:0xd01947f4367fffc0,Sin Dato,Peruvian restaurant,4,8,Sin Dato,1.0,1.0,"0x88d9a915e7fad5cf:0xbd7392daa56131f8,0x88d9abd3f0575429:0x3803e9f62025bda2,0x88d9a94040ac4fed:0xe2c177a6fc94ba0",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a94040a578eb:0xd01947f4367fffc0?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,RESTAURANT FL USA,33021,Permanently closed,Permanently closed,Permanently closed,HOLLYWOOD,BROWARD,26.5977456,-81.7836075
61,Store Grocery,"Store Grocery, 727 NW 111th St, Miami, FL 33168",0x88d9b1c015ea1f1b:0x887379498535ceb0,Sin Dato,Restaurant,3,18,Sin Dato,1.0,1.0,"0x88d9b1bff3b1f82b:0x6c33519fcb985ea7,0x88d9adfe2db148db:0x55f3918257c59739,0x88d9b79cea6248ef:0xf4453aaf1a21cec1,0x88d9b1c01d1b945f:0xaf6c37d4e0a27899,0x88d9aff2c6b48c7f:0x7e754819347ba25f",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b1c015ea1f1b:0x887379498535ceb0?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,727 NW 111th St FL USA,33168,Closed ⋅ Opens 9AM,9AM,Sin Dato,MIAMI,MIAMI-DADE,25.87679655,-80.21097127099321
62,Dilly's Seafood Truck at Celebration Park,"Dilly's Seafood Truck at Celebration Park, 2880 Becca Ave, Naples, FL 34112",0x88dae33bfbda83ff:0xb8247ee5005e3d24,Sin Dato,Seafood restaurant,4,8,Sin Dato,1.0,1.0,"0x88dae30dfd2fea7f:0x7d829da49441a1c3,0x88db1e1f5b8a0e73:0xe6a9cecc362dfcca,0x88dae3d437f62c5d:0x3876a30650cfb9d2,0x88dae3d060059405:0xfc3eecd581cac0d7",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dae33bfbda83ff:0xb8247ee5005e3d24?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,2880 Becca Ave FL USA,34112,Permanently closed,Permanently closed,Permanently closed,NAPLES,COLLIER,26.12638758099704,-81.7708011477897
63,Sandwich Bar,"Sandwich Bar, 2432 E Robinson St, Orlando, FL 32801",0x88e77ad07d393c57:0x23ebd5e5f4a03239,Sin Dato,"Sandwich shop,Restaurant",4,27,Sin Dato,1.0,1.0,"0x88e77ada7c3a4ca7:0x5ed76fdc1e7154cd,0x88e77ada62a579e7:0xad8af8f1ce56f864,0x88e77ad106f35b3f:0x377ba12270b03940",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77ad07d393c57:0x23ebd5e5f4a03239?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,2432 E Robinson St FL USA,32801,Permanently closed,Permanently closed,Permanently closed,ORLANDO,ORANGE,28.546875,-81.375
64,Tacos Mexican Restaurant,"Tacos Mexican Restaurant, 39024 US-19, Tarpon Springs, FL 34689",0x88c28d5c25300001:0x860bd1bd2442afb1,Sin Dato,Mexican restaurant,4,2,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c28d5c25300001:0x860bd1bd2442afb1?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,39024 US-19 FL USA,34689,Sin Dato,Sin Dato,Sin Dato,TARPON SPRINGS,PINELLAS,28.12854007692308,-82.75
65,NUDO,"NUDO, Jacksonville, FL 32257",0x88e5c96b07c86f09:0xab846d6a6f4c8497,Sin Dato,Restaurant,4,4,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c96b07c86f09:0xab846d6a6f4c8497?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,Jacksonville FL USA,32257,Sin Dato,Sin Dato,Sin Dato,JACKSONVILLE,DUVAL,30.3321838,-81.655651
66,Fitlife Foods Plantation,"Fitlife Foods Plantation, 1043 S University Dr, Plantation, FL 33324",0x88d907944065b7cb:0xc3c8f9877b52c59e,Sin Dato,"Health food store,Health food restaurant,Restaurant",4,43,$$,1.0,1.0,"0x88d9a9d971ea35d1:0x96a844f42b246c25,0x88d907c0b3daa165:0xcb7b9562e303ae7b,0x88d90638d64be841:0x59bf72040491cdf5,0x88d9a842600dbc79:0x234871326943c8b8,0x88d907946ac5a6e7:0xa984ad7ba2c1b974",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d907944065b7cb:0xc3c8f9877b52c59e?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1043 S University Dr FL USA,33324,Closed ⋅ Opens 7AM Wed,7AM Wed,Sin Dato,FORT LAUDERDALE,BROWARD,26.10795867864954,-80.25
67,Nini Seafood,"Nini Seafood, 3851 NW 125th St, Miami Gardens, FL 33054",0x88d9b010f6400001:0x9e1911a7dcca6405,Sin Dato,Seafood restaurant,4,6,Sin Dato,1.0,1.0,"0x88d9b01059d4827f:0x6a8b2644fe45ca39,0x88d9b005eff28bbd:0xd55a4b97f4eb4c1,0x88d9afd7f34a4b29:0xb88310cedaae2037,0x88d9b2131b19f0a7:0x58f77ccc8acc08f1",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b010f6400001:0x9e1911a7dcca6405?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,3851 NW 125th St FL USA,33054,Closed ⋅ Opens 9AM Wed,9AM Wed,Sin Dato,OPA LOCKA,MIAMI-DADE,25.8885253,-80.2626606
68,Orlando Dinner Entertainment,"Orlando Dinner Entertainment, 6400 Carrier Dr, Orlando, FL 32819",0x88e77efef5f01409:0x7deb3a556b542eb4,Sin Dato,"Association or organization,Restaurant",4,8,Sin Dato,1.0,1.0,"0x88e77ef8e93acc59:0x2cbe30dba4159b38,0x88e77efef5f01409:0x8e570725e1c388bf,0x88e77f49d15d981b:0x2d4525071d242c8b,0x88e77ee38deeac5b:0xc3b06d1943925078,0x88e77e4d4673dc45:0x5d0d28064ab03bbf",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77efef5f01409:0x7deb3a556b542eb4?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,6400 Carrier Dr FL USA,32819,Sin Dato,Sin Dato,Sin Dato,ORLANDO,ORANGE,28.45558245,-81.46799254039283
69,Nana's Restaurant,"Nana's Restaurant, 857 E Klosterman Rd, Tarpon Springs, FL 34689",0x88c28d5968c8b309:0x3d6a826308284a21,Sin Dato,Restaurant,5,3,$,1.0,1.0,"0x88c28d5968c7b0af:0xf63689d8271ceab7,0x88c28d64be73f0ed:0x39565e4decff46b3",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c28d5968c8b309:0x3d6a826308284a21?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,857 E Klosterman Rd FL USA,34689,Permanently closed,Permanently closed,Permanently closed,TARPON SPRINGS,PINELLAS,28.12306061613447,-82.73944770924233
70,Lin's Asian Bistro,"Lin's Asian Bistro, 1075 Oakleaf Plantation Pkwy #305, Orange Park, FL 32065",0x51325acc69cdd725:0xd9eab3bc5db69212,"This polished restaurant, with red and black hues, serves the foods of several Asian cuisines.","Chinese restaurant,Asian restaurant,Sushi restaurant",3,18,$$,1.0,1.0,"0x51325ab55e36bf49:0x2d274b98cb425902,0x513245416b785fc7:0x44335bb596f13273,0x51325acb700bb7e7:0x580ed2a6788c33fa,0x51325acc2fa7c65d:0xc667faccdcaa782a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x51325acc69cdd725:0xd9eab3bc5db69212?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,1075 Oakleaf Plantation Pkwy #305 FL USA,32065,Permanently closed,Permanently closed,Permanently closed,ORANGE PARK,CLAY,30.159557404298845,-81.83493851763207
71,Marcelina’s,"Marcelina’s, 3240 SW 34th St, Ocala, FL 34474",0x88e7d53df4afd8e5:0x2273e0070712e889,Sin Dato,Italian restaurant,4,16,Sin Dato,1.0,1.0,"0x88e879d8038f2665:0x6d11d45c3657d29a,0x88e7d4e023d7a1ff:0x5846242802c5c055",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7d53df4afd8e5:0x2273e0070712e889?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,3240 SW 34th St FL USA,34474,Closed ⋅ Opens 2PM Wed,2PM Wed,Sin Dato,OCALA,MARION,29.6240137798612,-82.37224610374683
72,Mo Cookies,"Mo Cookies, 685 W Tennessee St, Tallahassee, FL 32304",0x88ecf53cf201eaa9:0xbaff139ee2bc1522,Sin Dato,Bakery,5,28,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ecf53cf201eaa9:0xbaff139ee2bc1522?authuser=-1&hl=en&gl=us,0,1,0,0,Activo,685 W Tennessee St FL USA,32304,Open ⋅ Closes 12AM,Sin Dato,12AM,TALLAHASSEE,LEON,30.4444205,-84.29329712499995
73,Canton Palace Chinese Restaurant,"Canton Palace Chinese Restaurant, 7980 SW 8th St, Miami, FL 33144",0x88d9b9009976b2d1:0xdb8853eabc1567cd,Sin Dato,Chinese restaurant,4,25,$$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b9009976b2d1:0xdb8853eabc1567cd?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,7980 SW 8th St FL USA,33144,Closed ⋅ Opens 11AM Wed,11AM Wed,Sin Dato,MIAMI,MIAMI-DADE,25.7614704,-80.3259154
74,MotLee's,"MotLee's, 1485 S 6th St, Macclenny, FL 32063",0x88e5f3c0ed112c81:0x888fe72641f1ebef,Sin Dato,Restaurant,3,34,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5f3c0ed112c81:0x888fe72641f1ebef?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1485 S 6th St FL USA,32063,Closed ⋅ Opens 10:30AM Wed,10:30AM Wed,Sin Dato,MACCLENNY,BAKER,30.263032,-82.122459
76,Fresh Point Country Buffet,"Fresh Point Country Buffet, 10525 US-19, Pinellas Park, FL 33782",0x88c2e4e34f1ed783:0x76c5da381c499d79,Sin Dato,Buffet restaurant,5,2,Sin Dato,1.0,1.0,"0x88c2e5593fbd022b:0x2ccd7a719849c9f7,0x88c2e686e0c79ef5:0x245b6b8e32169e68,0x88c2fbbede907225:0xc29c9db2021f7ced,0x88c2f228ed8893a3:0xbd7b4c9169a3991f",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e4e34f1ed783:0x76c5da381c499d79?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,10525 US-19 FL USA,33782,Permanently closed,Permanently closed,Permanently closed,PINELLAS PARK,PINELLAS,27.875,-82.70301578253344
98,Sizzler,"Sizzler, 12195 S Apopka Vineland Rd, Orlando, FL 32819",0x88dd8019b7c4167b:0x7043f86a8346dcf3,"Longtime casual chain known for its steak, seafood & salad bar featuring a wide variety of options.","Restaurant,Seafood restaurant,Steak house",3,8,$$,1.0,1.0,"0x88e77effc1950205:0x99bc47e1dbade988,0x88e77fab25c65715:0x4505f95e9dac4554,0x88e7636d6b14932d:0x98392743090dbc2b,0x88e762e91e23cc9b:0x8044e1be0a0bd3d5",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd8019b7c4167b:0x7043f86a8346dcf3?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,12195 S Apopka Vineland Rd FL USA,32819,Permanently closed,Permanently closed,Permanently closed,ORLANDO,ORANGE,28.46875,-81.5051575
103,Dick's Restaurant and Bar,"Dick's Restaurant and Bar, 19581 Palm Beach Blvd, Alva, FL 33920",0x88db70f25d195ce9:0xdd082161db257728,Sin Dato,"Restaurant,Bar",3,8,Sin Dato,1.0,1.0,"0x88db7734f310fc85:0x69562fefaf4d4806,0x88db70f2684e08ed:0x1c837344f5300329,0x88db70c8d5fbcd4d:0x2b7fc85476262809,0x88db724f6bea15cb:0x17dbcd153ae11564,0x88db726e061a4537:0x4f7a9bb9de8c40f6",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db70f25d195ce9:0xdd082161db257728?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,19581 Palm Beach Blvd FL USA,33920,Permanently closed,Permanently closed,Permanently closed,ALVA,LEE,26.710573775720267,-81.625
104,Celebrity Cakes,"Celebrity Cakes, 1915 NE 45th St #102, Fort Lauderdale, FL 33308",0x88d903f9a04f4b11:0xb6b5989d1f01684,Sin Dato,"Wedding bakery,Cake shop,Cookie shop,Cupcake shop",3,8,Sin Dato,1.0,1.0,"0x88d9004ee9f9e521:0x37afda7bcfe8c80b,0x88d901c083403c85:0xfcf2b4e398e73d30,0x88d903d39d1b6fc7:0x1fac4280ff52ce9b,0x88d9073b554517d3:0x43495034941d7586",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d903f9a04f4b11:0xb6b5989d1f01684?authuser=-1&hl=en&gl=us,0,1,0,0,Activo,1915 NE 45th St #102 FL USA,33308,Closes soon ⋅ 6PM ⋅ Opens 9AM Thu,Sin Dato,6PM,FORT LAUDERDALE,BROWARD,26.1875,-80.125
105,Le Troquet French Restaurant,"Le Troquet French Restaurant, 25245 Chamber of Commerce Dr, Bonita Springs, FL 34135",0x88db192929431de3:0x95904c639f26a3b4,Sin Dato,Restaurant,4,8,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db192929431de3:0x95904c639f26a3b4?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,25245 Chamber of Commerce Dr FL USA,34135,Closed ⋅ Opens 10AM Thu,10AM Thu,Sin Dato,BONITA SPRINGS,LEE,26.375,-81.807183
