name,address,latitude,longitude,category,avg_rating,num_of_reviews,url,restaurant,bakery,dessert,pastry,closed,zip,st
Zampini's Bottega,"Zampini's Bottega, 510 SE 5th Ave, Fort Lauderdale, FL 33301",26.109375,-80.125,Restaurant,4,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d900575f0dd065:0x9b3638d2a80be4d?authuser=-1&hl=en&gl=us,1,0,0,0,1,33301,FL
Food Truck De Camino al Cielo,"Food Truck De Camino al Cielo, 3310 S Conway Rd, Orlando, FL 32812",28.5,-81.3125,Takeout Restaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e765a15b829793:0x34addf6ffa1d3f77?authuser=-1&hl=en&gl=us,1,0,0,0,0,32812,FL
Choices Cafe,"Choices Cafe, 711 NW 27th Ave, Miami, FL 33125",25.78125,-80.25,Restaurant,4,45,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b719170a9f61:0x30d454a980f76ad3?authuser=-1&hl=en&gl=us,1,0,0,0,1,33125,FL
Bogie's Cafe,"Bogie's Cafe, 99701 Overseas Hwy, Key Largo, FL 33037",25.09375,-80.4375,American restaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d769c187b52953:0xe3ace06a033182f6?authuser=-1&hl=en&gl=us,1,0,0,0,0,33037,FL
Subway,"Subway, 588 S Alafaya Trail #30, Orlando, FL 32828",28.53125,-81.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,33,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76652cd84272f:0x548abb9935d912ff?authuser=-1&hl=en&gl=us,1,0,0,0,0,32828,FL
India Diner,"India Diner, 4561 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746",28.3125,-81.4375,Indian restaurant,2,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd83d661b9262f:0xbc3de0d8abe6423b?authuser=-1&hl=en&gl=us,1,0,0,0,1,34746,FL
Biscayne Backyard Barbecue,"Biscayne Backyard Barbecue, 11064 Biscayne Blvd, Miami, FL 33161",25.875,-80.1875,Restaurant,3,23,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b395c6179c89:0x914b0aafb453b3b5?authuser=-1&hl=en&gl=us,1,0,0,0,1,33161,FL
Chefness Bakery,"Chefness Bakery, 7160 Beracasa Way, Boca Raton, FL 33433",26.34375,-80.1875,BakeryCafeCafeteriaCake shopCupcake shopKosher grocery storeKosher restaurantPastry shopPizza restaurantWedding bakery,4,24,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91d9e5e488c4f:0x6049fa30d0806848?authuser=-1&hl=en&gl=us,1,1,0,1,0,33433,FL
Bar 91,"Bar 91, 400 Ave of the Champions, Palm Beach Gardens, FL 33418",26.828125,-80.125,Bar & grillBarRestaurantSports bar,3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x146c6711a70d7991:0xe478335f760c8ccc?authuser=-1&hl=en&gl=us,1,0,0,0,0,33418,FL
Crab Du Jour Cajun Seafood & Bar,"Crab Du Jour Cajun Seafood & Bar, 3201 N Miami Ave Unit 106, Miami, FL 33127",25.8125,-80.1875,Seafood restaurantBarCajun restaurantChicken wings restaurant,4,88,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b1f38dff4dff:0x61443de98cd9c88c?authuser=-1&hl=en&gl=us,1,0,0,0,0,33127,FL
Flour Blossom Bakery,"Flour Blossom Bakery, 1210 Capital Cir SE J, Tallahassee, FL 32301",30.4375,-84.25,Bakery,4,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ec5fb4bb5aee75:0x847c0eedb1b8f161?authuser=-1&hl=en&gl=us,0,1,0,0,1,32301,FL
Flock and Stock,"Flock and Stock, 615 Channelside Dr, Tampa, FL 33602",27.9375,-82.4375,Restaurant,2,52,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c5c515fa6e53:0xee4f630ca314fe01?authuser=-1&hl=en&gl=us,1,0,0,0,0,33602,FL
Sizzler,"Sizzler, 12195 S Apopka Vineland Rd, Orlando, FL 32819",28.46875,-81.4375,RestaurantSeafood restaurantSteak house,3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd8019b7c4167b:0x7043f86a8346dcf3?authuser=-1&hl=en&gl=us,1,0,0,0,1,32819,FL
Pi Pizza,"Pi Pizza, 409 N US Hwy 17 92, Longwood, FL 32750",28.703125,-81.3125,Restaurant,3,14,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76d9181abf2a9:0x97194d850024543c?authuser=-1&hl=en&gl=us,1,0,0,0,1,32750,FL
Antojitos Del Caribe,"Antojitos Del Caribe, 5811 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746",28.328125,-81.5,Restaurant,3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd7f02de6ab8af:0xbab9000f15a5c0ef?authuser=-1&hl=en&gl=us,1,0,0,0,0,34746,FL
Crumbl Cookies - Beach Haven,"Crumbl Cookies - Beach Haven, 3267 Hodges Blvd #2, Jacksonville, FL 32224",30.28125,-81.4375,BakeryCookie shopDessert shop,4,756,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e44b5aa1b320fb:0xf169aafe0f050b23?authuser=-1&hl=en&gl=us,0,1,0,0,0,32224,FL
Pizza cubana& Italiana Dileo's House LLC,"Pizza cubana& Italiana Dileo's House LLC, 7300 W Flagler St, Miami, FL 33144",25.765625,-80.3125,Pizza restaurant,4,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b714af842939:0xbc6dc5c9cb27536e?authuser=-1&hl=en&gl=us,1,0,0,0,0,33144,FL
Dick's Restaurant and Bar,"Dick's Restaurant and Bar, 19581 Palm Beach Blvd, Alva, FL 33920",26.71875,-81.625,RestaurantBar,3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db70f25d195ce9:0xdd082161db257728?authuser=-1&hl=en&gl=us,1,0,0,0,1,33920,FL
Celebrity Cakes,"Celebrity Cakes, 1915 NE 45th St #102, Fort Lauderdale, FL 33308",26.1875,-80.125,Wedding bakeryCake shopCookie shopCupcake shop,3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d903f9a04f4b11:0xb6b5989d1f01684?authuser=-1&hl=en&gl=us,0,1,0,0,0,33308,FL
Le Troquet French Restaurant,"Le Troquet French Restaurant, 25245 Chamber of Commerce Dr, Bonita Springs, FL 34135",26.375,-81.8125,Restaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db192929431de3:0x95904c639f26a3b4?authuser=-1&hl=en&gl=us,1,0,0,0,0,34135,FL
Tu esquina sabrosa,"Tu esquina sabrosa, 2255 U.S. Hwy 17-92 N, Haines City, FL 33844",28.125,-81.625,Puerto Rican restaurant,4,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd738fd4ebbe91:0xe61f34790c936cc0?authuser=-1&hl=en&gl=us,1,0,0,0,0,33844,FL
Trastes,"Trastes, 323 US 17 92 Highway N, Haines City, FL 33844",28.109375,-81.625,Nuevo Latino restaurantRestaurant,5,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd734f09df440d:0x868d00fdf7efd200?authuser=-1&hl=en&gl=us,1,0,0,0,1,33844,FL
Smoothielicious,"Smoothielicious, 4442 Weston Rd, Davie, FL 33331",26.0625,-80.375,Juice shopHealth food restaurantTakeout RestaurantSandwich shop,3,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a733b2f2b019:0x978cadcc23c4ba86?authuser=-1&hl=en&gl=us,1,0,0,0,1,33331,FL
Tokyo Sushi Express,"Tokyo Sushi Express, 1538 E Commercial Blvd, Oakland Park, FL 33334",26.1875,-80.125,Restaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9023b9c2ab18f:0xabc959f7dfbdf5dc?authuser=-1&hl=en&gl=us,1,0,0,0,1,33334,FL
Cajun Boil Express,"Cajun Boil Express, 14333 Beach Blvd #101, Jacksonville, FL 32250",30.28125,-81.4375,RestaurantDelivery RestaurantSeafood restaurant,5,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e44b7e69565ac5:0x3dfe920e1417a40c?authuser=-1&hl=en&gl=us,1,0,0,0,0,32250,FL
Buttercup Gourmet Bakery,"Buttercup Gourmet Bakery, 4122 Florida Ave S, Lakeland, FL 33813",27.984375,-81.9375,Bakery,4,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd394ba8357dc3:0x6910d8806a7eb84f?authuser=-1&hl=en&gl=us,0,1,0,0,1,33813,FL
The Island Coffee,"The Island Coffee, 100694 Overseas Hwy, Key Largo, FL 33037",25.109375,-80.4375,Cuban restaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d769b7897a34b9:0x729a7cbfde222660?authuser=-1&hl=en&gl=us,1,0,0,0,0,33037,FL
Cajun Crab,"Cajun Crab, 5070 US-90, Pace, FL 32571",30.609375,-87.125,Seafood restaurant,4,14,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890eff2db2544cb:0x661d1a6f60aa3201?authuser=-1&hl=en&gl=us,1,0,0,0,0,32571,FL
The Brew Spot Cafe,"The Brew Spot Cafe, 1000 NE 16th Ave, Gainesville, FL 32601",29.671875,-82.3125,American restaurantBreakfast restaurantCafeDinner theaterWine bar,3,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8a40f83aa9035:0x68b279c2896c36c3?authuser=-1&hl=en&gl=us,1,0,0,0,1,32601,FL
Guilty Pleasure Baking Company Inc.,"Guilty Pleasure Baking Company Inc., 817 E New Haven Ave, Melbourne, FL 32901",28.078125,-80.625,BakeryCake shopCupcake shop,3,17,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de118c5ad9ee51:0xb16bb9c3118100a6?authuser=-1&hl=en&gl=us,0,1,0,0,1,32901,FL
33 Below Icecream,"33 Below Icecream, 12801 W Sunrise Blvd, Sunrise, FL 33323",26.15625,-80.3125,Restaurant,3,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d90903a8760ad5:0x696fdcc508ebaf7f?authuser=-1&hl=en&gl=us,1,0,0,0,1,33323,FL
JK Fast Food & Fruit,"JK Fast Food & Fruit, 7794 NW 44th St, Sunrise, FL 33351",26.171875,-80.25,RestaurantColombian restaurant,4,54,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9072d30280d93:0x51fde096261af79?authuser=-1&hl=en&gl=us,1,0,0,0,0,33351,FL
Mateo's,"Mateo's, 2670-7 Rosselle St, Jacksonville, FL 32204",30.3125,-81.6875,Pizza restaurantHamburger restaurantSandwich shop,5,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b92c395839cf:0x9ad26b724a046b7e?authuser=-1&hl=en&gl=us,1,0,0,0,0,32204,FL
Mama B's Diner,"Mama B's Diner, 7651 SW State Rd 200, Ocala, FL 34476",29.09375,-82.25,American restaurant,5,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e879b906e0ef23:0xa598ddc276ff5bbf?authuser=-1&hl=en&gl=us,1,0,0,0,0,34476,FL
Power Meals,"Power Meals, 323 10th Ave W Unit 101, Palmetto, FL 34221",27.515625,-82.5625,Restaurant,5,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c317c3eabd5e2b:0x151ee05e62506180?authuser=-1&hl=en&gl=us,1,0,0,0,0,34221,FL
Michele's Cuisine,"Michele's Cuisine, 13827 NE 87th Way, Lady Lake, FL 32159",28.953125,-81.9375,Restaurant,4,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7c549f488d987:0xe7502c18af7e7a6b?authuser=-1&hl=en&gl=us,1,0,0,0,1,32159,FL
Quiznos,"Quiznos, 9802 Baymeadows Rd #4, Jacksonville, FL 32256",30.21875,-81.5625,Sandwich shopCatererDeliFast food restaurantRestaurant,3,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5cafa2cc609df:0x1881abd90aaa0c3?authuser=-1&hl=en&gl=us,1,0,0,0,1,32256,FL
LEE BISTRO ASIAN CUISINE,"LEE BISTRO ASIAN CUISINE, 5787 Vineland Rd, Orlando, FL 32819",28.484375,-81.4375,Asian restaurantChinese restaurantRamen restaurant,4,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77f681278a0cf:0x42a1710950269c25?authuser=-1&hl=en&gl=us,1,0,0,0,0,32819,FL
Mainstay Tavern,"Mainstay Tavern, Clearwater, FL 33767",27.953125,-82.8125,Restaurant,3,14,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f730debd585f:0xeb36db3a693c980f?authuser=-1&hl=en&gl=us,1,0,0,0,0,33767,FL
Publix Super Market at The Market at Mirada,"Publix Super Market at The Market at Mirada, 30841 Mirada Blvd, San Antonio, FL 33576",28.328125,-82.3125,SupermarketBakeryBeer storeFloristGrocery storeSeafood marketWine store,4,27,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ade8b60d2c63:0xad37b53949645a73?authuser=-1&hl=en&gl=us,0,1,0,0,0,33576,FL
IDRIVE ORLANDO (International Drive Orlando),"IDRIVE ORLANDO (International Drive Orlando), 8015 International Dr #8214, Orlando, FL 32819",28.453125,-81.5,Tourist attractionDinner theaterParking garageRestaurantShopping mallTheme park,5,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77f46ddbc8c89:0x775f1236f0715b94?authuser=-1&hl=en&gl=us,1,0,0,0,0,32819,FL
Palma Juice Co.,"Palma Juice Co., 8300 NE 2nd Ave, Miami, FL 33138",25.859375,-80.1875,Juice shopHealth food restaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b1005bc3752d:0xb173e4bc55c800f1?authuser=-1&hl=en&gl=us,1,0,0,0,1,33138,FL
Papa Nose Italian Eatery,"Papa Nose Italian Eatery, 10851 SW 40th St, Miami, FL 33165",25.734375,-80.375,Italian restaurant,4,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bf5210baccbb:0x1a21766a4ff5bce6?authuser=-1&hl=en&gl=us,1,0,0,0,1,33165,FL
Icon Eatery & Bar,"Icon Eatery & Bar, 5450 Bollettieri Blvd, Bradenton, FL 34210",27.4375,-82.625,Fine dining restaurantBarNew American restaurantRestaurant,4,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c315593fad8df5:0x89d6b565bb32c62f?authuser=-1&hl=en&gl=us,1,0,0,0,0,34210,FL
Pasha's,"Pasha's, 1120 NW 14th St, Miami, FL 33136",25.78125,-80.1875,Mediterranean restaurantRestaurant,4,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b6c12dc5bc55:0x8ff2d900fb614b69?authuser=-1&hl=en&gl=us,1,0,0,0,1,33136,FL
Panaggio’s Fusion Bistro,"Panaggio’s Fusion Bistro, 1500 Beville Rd Ste 410, Daytona Beach, FL 32114",29.171875,-81.0625,RestaurantItalian restaurantPizza deliveryPizza restaurantPizza Takeout,4,33,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6d904c645351d:0xb07b9d0df77b6084?authuser=-1&hl=en&gl=us,1,0,0,0,1,32114,FL
Quail Run Country Club Restaurant,"Quail Run Country Club Restaurant, 1 Forest Lakes Blvd, Naples, FL 34105",26.203125,-81.75,American restaurant,5,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db1e750e1c1ae1:0x1b8c84478caddbab?authuser=-1&hl=en&gl=us,1,0,0,0,0,34105,FL
Signatures7,"Signatures7, 2250 NW 2nd Ave, Miami, FL 33127",25.796875,-80.1875,Restaurant,5,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b7ec39637c5f:0x2605d817e4adc732?authuser=-1&hl=en&gl=us,1,0,0,0,0,33127,FL
Delicious Latino Restaurant,"Delicious Latino Restaurant, 504 N State Rd 7, Hollywood, FL 33021",26.015625,-80.1875,Restaurant,4,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a94040ac4fed:0xe2c177a6fc94ba0?authuser=-1&hl=en&gl=us,1,0,0,0,0,33021,FL
"DELICIOUS OF PERU, RESTAURANT","DELICIOUS OF PERU, RESTAURANT, 504 S State Rd 7, Hollywood, FL 33021",26.015625,-80.1875,Peruvian restaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a94040a578eb:0xd01947f4367fffc0?authuser=-1&hl=en&gl=us,1,0,0,0,1,33021,FL
Store Grocery,"Store Grocery, 727 NW 111th St, Miami, FL 33168",25.875,-80.1875,Restaurant,3,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b1c015ea1f1b:0x887379498535ceb0?authuser=-1&hl=en&gl=us,1,0,0,0,0,33168,FL
Dilly's Seafood Truck at Celebration Park,"Dilly's Seafood Truck at Celebration Park, 2880 Becca Ave, Naples, FL 34112",26.125,-81.75,Seafood restaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dae33bfbda83ff:0xb8247ee5005e3d24?authuser=-1&hl=en&gl=us,1,0,0,0,1,34112,FL
Sandwich Bar,"Sandwich Bar, 2432 E Robinson St, Orlando, FL 32801",28.546875,-81.375,Sandwich shopRestaurant,4,27,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77ad07d393c57:0x23ebd5e5f4a03239?authuser=-1&hl=en&gl=us,1,0,0,0,1,32801,FL
Tacos Mexican Restaurant,"Tacos Mexican Restaurant, 39024 US-19, Tarpon Springs, FL 34689",28.125,-82.75,Mexican restaurant,4,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c28d5c25300001:0x860bd1bd2442afb1?authuser=-1&hl=en&gl=us,1,0,0,0,1,34689,FL
NUDO,"NUDO, Jacksonville, FL 32257",30.1875,-81.625,Restaurant,4,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c96b07c86f09:0xab846d6a6f4c8497?authuser=-1&hl=en&gl=us,1,0,0,0,1,32257,FL
Fitlife Foods Plantation,"Fitlife Foods Plantation, 1043 S University Dr, Plantation, FL 33324",26.109375,-80.25,Health food storeHealth food restaurantRestaurant,4,43,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d907944065b7cb:0xc3c8f9877b52c59e?authuser=-1&hl=en&gl=us,1,0,0,0,0,33324,FL
Nini Seafood,"Nini Seafood, 3851 NW 125th St, Miami Gardens, FL 33054",25.890625,-80.25,Seafood restaurant,4,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b010f6400001:0x9e1911a7dcca6405?authuser=-1&hl=en&gl=us,1,0,0,0,0,33054,FL
Orlando Dinner Entertainment,"Orlando Dinner Entertainment, 6400 Carrier Dr, Orlando, FL 32819",28.453125,-81.4375,Association or organizationRestaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77efef5f01409:0x7deb3a556b542eb4?authuser=-1&hl=en&gl=us,1,0,0,0,1,32819,FL
Nana's Restaurant,"Nana's Restaurant, 857 E Klosterman Rd, Tarpon Springs, FL 34689",28.125,-82.75,Restaurant,5,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c28d5968c8b309:0x3d6a826308284a21?authuser=-1&hl=en&gl=us,1,0,0,0,1,34689,FL
Lin's Asian Bistro,"Lin's Asian Bistro, 1075 Oakleaf Plantation Pkwy #305, Orange Park, FL 32065",30.15625,-81.8125,Chinese restaurantAsian restaurantSushi restaurant,3,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x51325acc69cdd725:0xd9eab3bc5db69212?authuser=-1&hl=en&gl=us,1,0,0,0,1,32065,FL
Marcelina’s,"Marcelina’s, 3240 SW 34th St, Ocala, FL 34474",29.15625,-82.1875,Italian restaurant,4,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7d53df4afd8e5:0x2273e0070712e889?authuser=-1&hl=en&gl=us,1,0,0,0,0,34474,FL
Mo Cookies,"Mo Cookies, 685 W Tennessee St, Tallahassee, FL 32304",30.4375,-84.3125,Bakery,5,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ecf53cf201eaa9:0xbaff139ee2bc1522?authuser=-1&hl=en&gl=us,0,1,0,0,0,32304,FL
Canton Palace Chinese Restaurant,"Canton Palace Chinese Restaurant, 7980 SW 8th St, Miami, FL 33144",25.765625,-80.3125,Chinese restaurant,4,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b9009976b2d1:0xdb8853eabc1567cd?authuser=-1&hl=en&gl=us,1,0,0,0,0,33144,FL
MotLee's,"MotLee's, 1485 S 6th St, Macclenny, FL 32063",30.265625,-82.125,Restaurant,3,34,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5f3c0ed112c81:0x888fe72641f1ebef?authuser=-1&hl=en&gl=us,1,0,0,0,0,32063,FL
Pepperidge Farm,"Pepperidge Farm, 3826 E Gulf to Lake Hwy, Inverness, FL 34453",28.84375,-82.375,Wholesale bakeryBakery,4,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e872b8df904ead:0xaf3a84252abf9854?authuser=-1&hl=en&gl=us,0,1,0,0,1,34453,FL
Gold Garden,"Gold Garden, 101 New Market Rd W, Immokalee, FL 34142",26.421875,-81.4375,Chinese restaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dba513539ca3df:0x51be7c07269aac5f?authuser=-1&hl=en&gl=us,1,0,0,0,0,34142,FL
Ruby Tuesday,"Ruby Tuesday, Terminal B 1 Airport Blvd Gates 30-59, Airside 3, Orlando, FL 32827",28.421875,-81.3125,American restaurant,2,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76360bfb684ef:0x4456017926297691?authuser=-1&hl=en&gl=us,1,0,0,0,1,32827,FL
Mulligan's Grill,"Mulligan's Grill, 2300 Clubhouse Dr, Rockledge, FL 32955",28.28125,-80.75,Restaurant,5,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de0150f06e7bf7:0xc2337846e67d975d?authuser=-1&hl=en&gl=us,1,0,0,0,1,32955,FL
Domino's Pizza,"Domino's Pizza, 3000 NW 83 St Bldg R, Gainesville, FL 32606",29.6875,-82.4375,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,3,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8bb764b40114f:0xaec41d838f6bc69a?authuser=-1&hl=en&gl=us,1,0,0,0,1,32606,FL
Amazonica,"Amazonica, 180 Crandon Blvd, Key Biscayne, FL 33149",25.703125,-80.1875,Restaurant,4,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9cb517283f389:0xc3f46b9798034d2b?authuser=-1&hl=en&gl=us,1,0,0,0,0,33149,FL
It's Just Wings,"It's Just Wings, 955 N Wickham Rd, Melbourne, FL 32935",28.125,-80.6875,Chicken wings restaurantChicken restaurantRestaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de0fd613762f17:0x32f7e0655e3ef18f?authuser=-1&hl=en&gl=us,1,0,0,0,0,32935,FL
Le Macaron,"Le Macaron, 3015 Grand Ave, Miami, FL 33133",25.734375,-80.25,Pastry shop,5,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b7cf73090b61:0x1ccceef8f28df230?authuser=-1&hl=en&gl=us,0,0,0,1,1,33133,FL
Kono Pizza,"Kono Pizza, The Florida Mall, 8001 S Orange Blossom Trl Unit K 126, Orlando, FL 32809",28.453125,-81.375,Pizza restaurant,3,13,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77db299023b7b:0xbc4a862dc1dc2deb?authuser=-1&hl=en&gl=us,1,0,0,0,1,32809,FL
Pizza Hut Express,"Pizza Hut Express, 2000 SW College Rd, Ocala, FL 34474",29.171875,-82.1875,Pizza restaurantPizza Takeout,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7d4c5b751c41d:0xca8ed443fc4d8ef8?authuser=-1&hl=en&gl=us,1,0,0,0,1,34474,FL
Villa Fresh Italian Kitchen,"Villa Fresh Italian Kitchen, Florida Turnpike Milepost 144, Fort Pierce, FL 34984",27.296875,-80.375,Pizza restaurantCatererDelivery serviceItalian restaurantPasta shopRestaurantSalad shop,1,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88deebfba1ba405b:0xc20d037e6bcc97d2?authuser=-1&hl=en&gl=us,1,0,0,0,0,34984,FL
Shell,"Shell, 900 Kings Hwy, Port Charlotte, FL 33980",27.015625,-82.0625,Gas stationATMConvenience storeRestaurant,3,24,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dca899d53d71bb:0x402cf932eeaa4ab0?authuser=-1&hl=en&gl=us,1,0,0,0,1,33980,FL
Nestle Toll House Cafe by Chip,"Nestle Toll House Cafe by Chip, 8001 S Orange Blossom Trl #1206, Orlando, FL 32809",28.453125,-81.375,CafeBakeryCoffee shopDessert shopIce cream shopSandwich shop,3,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77dad19c83825:0xda92ae15ae2b7920?authuser=-1&hl=en&gl=us,0,1,0,0,0,32809,FL
7-Eleven - Closed,"7-Eleven - Closed, 1778 Blanding Blvd, Middleburg, FL 32068",30.109375,-81.8125,Convenience storeBakeryBeer storeCandy storeCoffee shopFood products supplierGas stationSnack barTobacco shopWine store,3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c2df3d36b9e5:0x592e0a1ef8db8bc1?authuser=-1&hl=en&gl=us,0,1,0,0,1,32068,FL
Lenny's Sub Shop,"Lenny's Sub Shop, 5701 W Waters Ave, Tampa, FL 33634",28.03125,-82.5625,American restaurantBox lunch supplierCateringDeliDelivery RestaurantProfessional services,1,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c1ea8f4404f9:0xc7ebf2a550f8869d?authuser=-1&hl=en&gl=us,1,0,0,0,1,33634,FL
Bennigan's,"Bennigan's, 615 Channelside Dr #5942, Tampa, FL 33602",27.9375,-82.4375,Restaurant,2,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c4f199418f8f:0x610540c2747e67a6?authuser=-1&hl=en&gl=us,1,0,0,0,1,33602,FL
Wendy's,"Wendy's, 6630 N State Rd 7, Coconut Creek, FL 33073",26.3125,-80.1875,Fast food restaurantBreakfast restaurant,2,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91ba927342cb5:0xf41411b62d57a38d?authuser=-1&hl=en&gl=us,1,0,0,0,0,33073,FL
SUBWAY®Restaurants,"SUBWAY®Restaurants, 252 Towne Center Cir, Sanford, FL 32771",28.796875,-81.3125,RestaurantCatererFast food restaurantSandwich shop,4,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e70d7d46700a23:0x8a9191a6c55c84fc?authuser=-1&hl=en&gl=us,1,0,0,0,1,32771,FL
Joe's Crab Shack,"Joe's Crab Shack, 4659 W 1st St, Sanford, FL 32771",28.8125,-81.3125,Seafood restaurantBarRestaurant,3,55,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e71286d860ae23:0x8f1e6c4ea94674a6?authuser=-1&hl=en&gl=us,1,0,0,0,1,32771,FL
